WK,Stimmen,Jahr,Partei
124,200304,2009,Wahlberechtigte
124,147449,2013,Wähler
124,143677,2009,Wähler
124,1602,2013,Ungültige
124,1979,2009,Ungültige
124,145847,2013,Gültige
124,141698,2009,Gültige
124,75853,2013,CDU
124,63123,2009,CDU
124,46459,2013,SPD
124,42736,2009,SPD
124,4075,2013,FDP
124,17533,2009,FDP
124,5484,2013,DIE LINKE
124,8306,2009,DIE LINKE
124,7458,2013,GRÜNE
124,8774,2009,GRÜNE
124,3246,2013,PIRATEN
124,1226,2009,NPD
124,3272,2013,AfD
125,206061,2013,Wahlberechtigte
125,208655,2009,Wahlberechtigte
125,148181,2013,Wähler
125,148523,2009,Wähler
125,2010,2013,Ungültige
125,1804,2009,Ungültige
125,146171,2013,Gültige
125,146719,2009,Gültige
125,53354,2013,CDU
125,48290,2009,CDU
125,66913,2013,SPD
125,62810,2009,SPD
125,2372,2013,FDP
125,9710,2009,FDP
125,7827,2013,DIE LINKE
125,13765,2009,DIE LINKE
125,5277,2013,GRÜNE
125,8372,2009,GRÜNE
125,3613,2013,PIRATEN
125,2391,2009,NPD
125,986,2013,ödp
125,1138,2009,ödp
125,299,2013,MLPD
125,243,2009,MLPD
125,5530,2013,AfD
126,198648,2013,Wahlberechtigte
126,196659,2009,Wahlberechtigte
126,151387,2013,Wähler
126,147728,2009,Wähler
126,1401,2013,Ungültige
126,1494,2009,Ungültige
126,149986,2013,Gültige
126,146234,2009,Gültige
126,86028,2013,CDU
126,79254,2009,CDU
126,40643,2013,SPD
126,37324,2009,SPD
126,3389,2013,FDP
126,12521,2009,FDP
126,4513,2013,DIE LINKE
126,6385,2009,DIE LINKE
126,9548,2013,GRÜNE
126,9706,2009,GRÜNE
126,3016,2013,PIRATEN
126,1044,2009,NPD
126,2849,2013,AfD
127,190611,2013,Wahlberechtigte
127,189353,2009,Wahlberechtigte
127,149678,2013,Wähler
127,146369,2009,Wähler
127,1297,2013,Ungültige
127,1372,2009,Ungültige
127,148381,2013,Gültige
127,144997,2009,Gültige
127,83175,2013,CDU
127,73636,2009,CDU
127,39724,2013,SPD
127,37851,2009,SPD
127,3826,2013,FDP
127,14229,2009,FDP
127,4929,2013,DIE LINKE
127,7634,2009,DIE LINKE
127,10346,2013,GRÜNE
127,10674,2009,GRÜNE
127,2884,2013,PIRATEN
127,973,2009,NPD
127,461,2013,FAMILIE
127,3036,2013,AfD
128,193909,2013,Wahlberechtigte
128,192966,2009,Wahlberechtigte
128,146050,2013,Wähler
128,143782,2009,Wähler
128,1336,2013,Ungültige
128,1842,2009,Ungültige
128,144714,2013,Gültige
128,141940,2009,Gültige
128,69385,2013,CDU
128,61444,2009,CDU
128,52786,2013,SPD
128,58679,2009,SPD
128,2603,2013,FDP
128,11613,2009,FDP
128,5533,2013,DIE LINKE
128,9075,2009,DIE LINKE
128,8464,2013,GRÜNE
128,2356,2013,PIRATEN
128,1021,2013,NPD
128,1129,2009,NPD
128,2566,2013,AfD
129,227762,2013,Wahlberechtigte
129,210934,2009,Wahlberechtigte
129,180093,2013,Wähler
129,163921,2009,Wähler
129,1527,2013,Ungültige
129,1362,2009,Ungültige
129,178566,2013,Gültige
129,162559,2009,Gültige
129,69352,2013,CDU
129,63819,2009,CDU
129,63296,2013,SPD
129,53029,2009,SPD
129,10222,2013,FDP
129,16131,2009,FDP
129,7620,2013,DIE LINKE
129,7805,2009,DIE LINKE
129,19767,2013,GRÜNE
129,20822,2009,GRÜNE
129,3582,2013,PIRATEN
129,718,2009,NPD
129,752,2013,ödp
129,3651,2013,AfD
129,324,2013,Übrige
129,235,2009,Übrige
130,210355,2013,Wahlberechtigte
130,211287,2009,Wahlberechtigte
130,158085,2013,Wähler
130,156217,2009,Wähler
130,1684,2013,Ungültige
130,2696,2009,Ungültige
130,156401,2013,Gültige
130,153521,2009,Gültige
130,80272,2013,CDU
130,75187,2009,CDU
130,50056,2013,SPD
130,49996,2009,SPD
130,3533,2013,FDP
130,16333,2009,FDP
130,5488,2013,DIE LINKE
130,12005,2009,DIE LINKE
130,9300,2013,GRÜNE
130,3163,2013,PIRATEN
130,1134,2013,NPD
130,3455,2013,AfD
131,233596,2013,Wahlberechtigte
131,232944,2009,Wahlberechtigte
131,168983,2013,Wähler
131,168245,2009,Wähler
131,2080,2013,Ungültige
131,2536,2009,Ungültige
131,166903,2013,Gültige
131,165709,2009,Gültige
131,83869,2013,CDU
131,74149,2009,CDU
131,56031,2013,SPD
131,53509,2009,SPD
131,3146,2013,FDP
131,15138,2009,FDP
131,7133,2013,DIE LINKE
131,9909,2009,DIE LINKE
131,9069,2013,GRÜNE
131,11924,2009,GRÜNE
131,3134,2013,PIRATEN
131,625,2009,ödp
131,343,2013,Bündnis21/RRP
131,4178,2013,AfD
131,455,2009,Übrige
132,247179,2013,Wahlberechtigte
132,247085,2009,Wahlberechtigte
132,179625,2013,Wähler
132,180441,2009,Wähler
132,2476,2013,Ungültige
132,2348,2009,Ungültige
132,177149,2013,Gültige
132,178093,2009,Gültige
132,66021,2013,CDU
132,64621,2009,CDU
132,67464,2013,SPD
132,61405,2009,SPD
132,3523,2013,FDP
132,10852,2009,FDP
132,12153,2013,DIE LINKE
132,14056,2009,DIE LINKE
132,19026,2013,GRÜNE
132,24981,2009,GRÜNE
132,4564,2013,PIRATEN
132,1784,2009,NPD
132,394,2009,BüSo
132,4398,2013,AfD
133,230975,2013,Wahlberechtigte
133,233781,2009,Wahlberechtigte
133,163815,2013,Wähler
133,165115,2009,Wähler
133,2482,2013,Ungültige
133,2497,2009,Ungültige
133,161333,2013,Gültige
133,162618,2009,Gültige
133,65873,2013,CDU
133,61244,2009,CDU
133,66637,2013,SPD
133,62644,2009,SPD
133,5651,2013,FDP
133,15549,2009,FDP
133,8706,2013,DIE LINKE
133,12090,2009,DIE LINKE
133,8209,2013,GRÜNE
133,11091,2009,GRÜNE
133,4697,2013,PIRATEN
133,1119,2013,FREIE WÄHLER
133,441,2013,Übrige
134,206505,2013,Wahlberechtigte
134,209155,2009,Wahlberechtigte
134,145637,2013,Wähler
134,147381,2009,Wähler
134,2113,2013,Ungültige
134,1996,2009,Ungültige
134,143524,2013,Gültige
134,145385,2009,Gültige
134,66385,2013,CDU
134,61751,2009,CDU
134,58186,2013,SPD
134,57561,2009,SPD
134,2738,2013,FDP
134,9628,2009,FDP
134,5943,2013,DIE LINKE
134,8809,2009,DIE LINKE
134,5923,2013,GRÜNE
134,7636,2009,GRÜNE
134,3756,2013,PIRATEN
134,593,2013,FREIE WÄHLER
135,172330,2013,Wahlberechtigte
135,174517,2009,Wahlberechtigte
135,125708,2013,Wähler
135,127817,2009,Wähler
135,1797,2013,Ungültige
135,1880,2009,Ungültige
135,123911,2013,Gültige
135,125937,2009,Gültige
135,49783,2013,CDU
135,46447,2009,CDU
135,50934,2013,SPD
135,50688,2009,SPD
135,2873,2013,FDP
135,11879,2009,FDP
135,5186,2013,DIE LINKE
135,8492,2009,DIE LINKE
135,7070,2013,GRÜNE
135,8431,2009,GRÜNE
135,2814,2013,PIRATEN
135,3154,2013,AfD
135,868,2013,FREIE WÄHLER
135,1229,2013,Übrige
136,213488,2013,Wahlberechtigte
136,216917,2009,Wahlberechtigte
136,155994,2013,Wähler
136,158321,2009,Wähler
136,2260,2013,Ungültige
136,2673,2009,Ungültige
136,153734,2013,Gültige
136,155648,2009,Gültige
136,76882,2013,CDU
136,71813,2009,CDU
136,48159,2013,SPD
136,49149,2009,SPD
136,2956,2013,FDP
136,12086,2009,FDP
136,6328,2013,DIE LINKE
136,9100,2009,DIE LINKE
136,8757,2013,GRÜNE
136,9957,2009,GRÜNE
136,2854,2013,PIRATEN
136,1312,2013,NPD
136,1502,2009,NPD
136,693,2013,ödp
136,455,2009,ödp
136,1586,2009,FAMILIE
136,4004,2013,AfD
136,1086,2013,FREIE WÄHLER
136,703,2013,Übrige
137,247138,2013,Wahlberechtigte
137,243442,2009,Wahlberechtigte
137,176149,2013,Wähler
137,172558,2009,Wähler
137,2103,2013,Ungültige
137,2208,2009,Ungültige
137,174046,2013,Gültige
137,170350,2009,Gültige
137,102867,2013,CDU
137,88754,2009,CDU
137,40429,2013,SPD
137,43120,2009,SPD
137,3296,2013,FDP
137,15282,2009,FDP
137,6969,2013,DIE LINKE
137,9436,2009,DIE LINKE
137,11254,2013,GRÜNE
137,12001,2009,GRÜNE
137,3800,2013,PIRATEN
137,1442,2013,NPD
137,1757,2009,NPD
137,3521,2013,AfD
137,468,2013,Übrige
138,212903,2013,Wahlberechtigte
138,217768,2009,Wahlberechtigte
138,147183,2013,Wähler
138,150712,2009,Wähler
138,2595,2013,Ungültige
138,1885,2009,Ungültige
138,144588,2013,Gültige
138,148827,2009,Gültige
138,49329,2013,CDU
138,49893,2009,CDU
138,68044,2013,SPD
138,63980,2009,SPD
138,4978,2013,FDP
138,11251,2009,FDP
138,8181,2013,DIE LINKE
138,12188,2009,DIE LINKE
138,6521,2013,GRÜNE
138,8836,2009,GRÜNE
138,3931,2013,PIRATEN
138,2822,2013,NPD
138,2679,2009,NPD
138,514,2013,Bündnis21/RRP
138,268,2013,MLPD
139,181174,2013,Wahlberechtigte
139,183435,2009,Wahlberechtigte
139,134749,2013,Wähler
139,135860,2009,Wähler
139,1897,2013,Ungültige
139,1727,2009,Ungültige
139,132852,2013,Gültige
139,134133,2009,Gültige
139,47530,2013,CDU
139,40763,2009,CDU
139,56197,2013,SPD
139,54845,2009,SPD
139,2666,2013,FDP
139,13392,2009,FDP
139,6743,2013,DIE LINKE
139,11180,2009,DIE LINKE
139,10964,2013,GRÜNE
139,11621,2009,GRÜNE
139,3003,2013,PIRATEN
139,1523,2013,NPD
139,1762,2009,NPD
139,233,2013,MLPD
139,285,2009,MLPD
139,3993,2013,AfD
139,285,2009,Übrige
140,210904,2013,Wahlberechtigte
140,214358,2009,Wahlberechtigte
140,154030,2013,Wähler
140,153800,2009,Wähler
140,2865,2013,Ungültige
140,1853,2009,Ungültige
140,151165,2013,Gültige
140,151947,2009,Gültige
140,53861,2013,CDU
140,47030,2009,CDU
140,66851,2013,SPD
140,65810,2009,SPD
140,2069,2013,FDP
140,8578,2009,FDP
140,10331,2013,DIE LINKE
140,14741,2009,DIE LINKE
140,10323,2013,GRÜNE
140,12775,2009,GRÜNE
140,4608,2013,PIRATEN
140,2832,2013,NPD
140,2268,2009,NPD
140,486,2009,BüSo
140,290,2013,MLPD
140,259,2009,MLPD
141,184009,2013,Wahlberechtigte
141,188777,2009,Wahlberechtigte
141,126927,2013,Wähler
141,128511,2009,Wähler
141,2397,2013,Ungültige
141,3036,2009,Ungültige
141,124530,2013,Gültige
141,125475,2009,Gültige
141,37807,2013,CDU
141,33693,2009,CDU
141,60610,2013,SPD
141,64331,2009,SPD
141,1894,2013,FDP
141,8545,2009,FDP
141,9500,2013,DIE LINKE
141,7194,2013,GRÜNE
141,12393,2009,GRÜNE
141,3779,2013,PIRATEN
141,3348,2013,NPD
141,2570,2009,NPD
141,2768,2009,REP
141,398,2013,MLPD
141,1175,2009,MLPD
142,213946,2013,Wahlberechtigte
142,214213,2009,Wahlberechtigte
142,149031,2013,Wähler
142,149331,2009,Wähler
142,1562,2013,Ungültige
142,1556,2009,Ungültige
142,147469,2013,Gültige
142,147775,2009,Gültige
142,45310,2013,CDU
142,40623,2009,CDU
142,67019,2013,SPD
142,60839,2009,SPD
142,2882,2013,FDP
142,12890,2009,FDP
142,8835,2013,DIE LINKE
142,14273,2009,DIE LINKE
142,11042,2013,GRÜNE
142,16141,2009,GRÜNE
142,3775,2013,PIRATEN
142,2139,2013,NPD
142,2281,2009,NPD
142,203,2013,Bündnis21/RRP
142,440,2009,BüSo
142,254,2013,MLPD
142,288,2009,MLPD
142,5188,2013,AfD
142,634,2013,FREIE WÄHLER
142,188,2013,Übrige
143,206701,2013,Wahlberechtigte
143,208840,2009,Wahlberechtigte
143,137503,2013,Wähler
143,141167,2009,Wähler
143,1850,2013,Ungültige
143,1605,2009,Ungültige
143,135653,2013,Gültige
143,139562,2009,Gültige
143,43688,2013,CDU
143,40622,2009,CDU
143,63388,2013,SPD
143,59141,2009,SPD
143,2014,2013,FDP
143,9387,2009,FDP
143,9340,2013,DIE LINKE
143,14819,2009,DIE LINKE
143,9228,2013,GRÜNE
143,12292,2009,GRÜNE
143,4036,2013,PIRATEN
143,2741,2013,NPD
143,2379,2009,NPD
143,1218,2013,FREIE WÄHLER
143,922,2009,Übrige
144,200068,2013,Wahlberechtigte
144,202933,2009,Wahlberechtigte
144,148119,2013,Wähler
144,148909,2009,Wähler
144,1843,2013,Ungültige
144,1757,2009,Ungültige
144,146276,2013,Gültige
144,147152,2009,Gültige
144,52433,2013,CDU
144,47702,2009,CDU
144,68287,2013,SPD
144,62638,2009,SPD
144,2514,2013,FDP
144,9418,2009,FDP
144,7749,2013,DIE LINKE
144,12451,2009,DIE LINKE
144,8242,2013,GRÜNE
144,12737,2009,GRÜNE
144,3535,2013,PIRATEN
144,2174,2013,NPD
144,2206,2009,NPD
144,1342,2013,FREIE WÄHLER
145,238091,2013,Wahlberechtigte
145,239907,2009,Wahlberechtigte
145,167338,2013,Wähler
145,167422,2009,Wähler
145,2426,2013,Ungültige
145,2324,2009,Ungültige
145,164912,2013,Gültige
145,165098,2009,Gültige
145,64871,2013,CDU
145,54088,2009,CDU
145,71174,2013,SPD
145,72446,2009,SPD
145,3439,2013,FDP
145,14952,2009,FDP
145,9277,2013,DIE LINKE
145,11638,2009,DIE LINKE
145,8250,2013,GRÜNE
145,8993,2009,GRÜNE
145,3930,2013,PIRATEN
145,2913,2013,NPD
145,2981,2009,NPD
145,1058,2013,FREIE WÄHLER
146,232311,2013,Wahlberechtigte
146,232781,2009,Wahlberechtigte
146,167911,2013,Wähler
146,165293,2009,Wähler
146,2435,2013,Ungültige
146,2204,2009,Ungültige
146,165476,2013,Gültige
146,163089,2009,Gültige
146,82394,2013,CDU
146,74725,2009,CDU
146,55127,2013,SPD
146,47583,2009,SPD
146,3870,2013,FDP
146,15625,2009,FDP
146,8267,2013,DIE LINKE
146,11432,2009,DIE LINKE
146,9868,2013,GRÜNE
146,11924,2009,GRÜNE
146,3996,2013,PIRATEN
146,1954,2013,NPD
146,1800,2009,NPD
147,205948,2013,Wahlberechtigte
147,209440,2009,Wahlberechtigte
147,151727,2013,Wähler
147,152242,2009,Wähler
147,2123,2013,Ungültige
147,1927,2009,Ungültige
147,149604,2013,Gültige
147,150315,2009,Gültige
147,83952,2013,CDU
147,77687,2009,CDU
147,44682,2013,SPD
147,40010,2009,SPD
147,2878,2013,FDP
147,13753,2009,FDP
147,6159,2013,DIE LINKE
147,9362,2009,DIE LINKE
147,6308,2013,GRÜNE
147,7966,2009,GRÜNE
147,3280,2013,PIRATEN
147,1708,2013,NPD
147,1537,2009,NPD
147,637,2013,FREIE WÄHLER
148,215751,2013,Wahlberechtigte
148,218411,2009,Wahlberechtigte
148,156569,2013,Wähler
148,156878,2009,Wähler
148,1812,2013,Ungültige
148,2271,2009,Ungültige
148,154757,2013,Gültige
148,154607,2009,Gültige
148,70833,2013,CDU
148,64217,2009,CDU
148,56510,2013,SPD
148,60500,2009,SPD
148,3383,2013,FDP
148,15482,2009,FDP
148,6891,2013,DIE LINKE
148,12009,2009,DIE LINKE
148,7808,2013,GRÜNE
148,2732,2013,PIRATEN
148,1856,2013,NPD
148,2399,2009,NPD
148,4744,2013,AfD
149,210836,2013,Wahlberechtigte
149,214196,2009,Wahlberechtigte
149,150469,2013,Wähler
149,151127,2009,Wähler
149,1632,2013,Ungültige
149,1941,2009,Ungültige
149,148837,2013,Gültige
149,149186,2009,Gültige
149,76911,2013,CDU
149,70705,2009,CDU
149,48711,2013,SPD
149,42273,2009,SPD
149,3586,2013,FDP
149,15568,2009,FDP
149,5635,2013,DIE LINKE
149,10100,2009,DIE LINKE
149,5132,2013,GRÜNE
149,8476,2009,GRÜNE
149,2694,2013,PIRATEN
149,1692,2013,NPD
149,2064,2009,NPD
149,3931,2013,AfD
149,545,2013,FREIE WÄHLER
150,206189,2013,Wahlberechtigte
150,210993,2009,Wahlberechtigte
150,145197,2013,Wähler
150,146986,2009,Wähler
150,1695,2013,Ungültige
150,1788,2009,Ungültige
150,143502,2013,Gültige
150,145198,2009,Gültige
150,59768,2013,CDU
150,52751,2009,CDU
150,59821,2013,SPD
150,59521,2009,SPD
150,2792,2013,FDP
150,11740,2009,FDP
150,6926,2013,DIE LINKE
150,10431,2009,DIE LINKE
150,4498,2013,GRÜNE
150,6207,2009,GRÜNE
150,3114,2013,PIRATEN
150,1874,2013,NPD
150,2331,2009,NPD
150,2217,2009,Die Tierschutzpartei
150,4709,2013,AfD
167,189728,2013,Wahlberechtigte
167,192360,2009,Wahlberechtigte
167,138632,2013,Wähler
167,140808,2009,Wähler
167,4931,2013,Ungültige
167,3801,2009,Ungültige
167,133701,2013,Gültige
167,137007,2009,Gültige
167,55444,2013,CDU
167,48414,2009,CDU
167,55217,2013,SPD
167,51737,2009,SPD
167,3579,2013,FDP
167,13180,2009,FDP
167,7253,2013,DIE LINKE
167,10400,2009,DIE LINKE
167,8486,2013,GRÜNE
167,11209,2009,GRÜNE
167,3177,2013,PIRATEN
167,1756,2009,NPD
167,545,2013,Übrige
167,311,2009,Übrige
168,224555,2013,Wahlberechtigte
168,222636,2009,Wahlberechtigte
168,160695,2013,Wähler
168,161033,2009,Wähler
168,5232,2013,Ungültige
168,4254,2009,Ungültige
168,155463,2013,Gültige
168,156779,2009,Gültige
168,54674,2013,CDU
168,47643,2009,CDU
168,62178,2013,SPD
168,59621,2009,SPD
168,3192,2013,FDP
168,12188,2009,FDP
168,13066,2013,DIE LINKE
168,15453,2009,DIE LINKE
168,16559,2013,GRÜNE
168,19246,2009,GRÜNE
168,4624,2013,PIRATEN
168,1594,2009,NPD
168,325,2013,MLPD
168,319,2009,MLPD
168,845,2013,Übrige
168,715,2009,Übrige
169,180203,2013,Wahlberechtigte
169,184337,2009,Wahlberechtigte
169,131446,2013,Wähler
169,135727,2009,Wähler
169,4632,2013,Ungültige
169,3713,2009,Ungültige
169,126814,2013,Gültige
169,132014,2009,Gültige
169,51386,2013,CDU
169,45711,2009,CDU
169,54630,2013,SPD
169,53275,2009,SPD
169,2513,2013,FDP
169,12290,2009,FDP
169,7277,2013,DIE LINKE
169,11080,2009,DIE LINKE
169,6333,2013,GRÜNE
169,7530,2009,GRÜNE
169,2283,2013,PIRATEN
169,2392,2013,NPD
169,2128,2009,NPD
170,191354,2013,Wahlberechtigte
170,194732,2009,Wahlberechtigte
170,141665,2013,Wähler
170,144490,2009,Wähler
170,4836,2013,Ungültige
170,4391,2009,Ungültige
170,136829,2013,Gültige
170,140099,2009,Gültige
170,54162,2013,CDU
170,47053,2009,CDU
170,57944,2013,SPD
170,56519,2009,SPD
170,3005,2013,FDP
170,13487,2009,FDP
170,6890,2013,DIE LINKE
170,11395,2009,DIE LINKE
170,7884,2013,GRÜNE
170,9370,2009,GRÜNE
170,2771,2013,PIRATEN
170,2019,2013,NPD
170,2275,2009,NPD
170,2154,2013,FREIE WÄHLER
171,184686,2013,Wahlberechtigte
171,185071,2009,Wahlberechtigte
171,130945,2013,Wähler
171,135293,2009,Wähler
171,2943,2013,Ungültige
171,2382,2009,Ungültige
171,128002,2013,Gültige
171,132911,2009,Gültige
171,50683,2013,CDU
171,47322,2009,CDU
171,55982,2013,SPD
171,51712,2009,SPD
171,2229,2013,FDP
171,10964,2009,FDP
171,6746,2013,DIE LINKE
171,10857,2009,DIE LINKE
171,7595,2013,GRÜNE
171,10366,2009,GRÜNE
171,2581,2013,PIRATEN
171,1459,2013,NPD
171,1690,2009,NPD
171,727,2013,Die PARTEI
172,210867,2013,Wahlberechtigte
172,212611,2009,Wahlberechtigte
172,146943,2013,Wähler
172,147952,2009,Wähler
172,4108,2013,Ungültige
172,3104,2009,Ungültige
172,142835,2013,Gültige
172,144848,2009,Gültige
172,68666,2013,CDU
172,60214,2009,CDU
172,49213,2013,SPD
172,47897,2009,SPD
172,3033,2013,FDP
172,12968,2009,FDP
172,6603,2013,DIE LINKE
172,9815,2009,DIE LINKE
172,8647,2013,GRÜNE
172,11032,2009,GRÜNE
172,3265,2013,PIRATEN
172,2867,2013,NPD
172,2922,2009,NPD
172,541,2013,Übrige
173,215246,2013,Wahlberechtigte
173,214882,2009,Wahlberechtigte
173,156652,2013,Wähler
173,156108,2009,Wähler
173,4350,2013,Ungültige
173,3598,2009,Ungültige
173,152302,2013,Gültige
173,152510,2009,Gültige
173,67587,2013,CDU
173,55987,2009,CDU
173,54028,2013,SPD
173,52287,2009,SPD
173,4543,2013,FDP
173,16804,2009,FDP
173,7802,2013,DIE LINKE
173,10623,2009,DIE LINKE
173,11186,2013,GRÜNE
173,13484,2009,GRÜNE
173,3949,2013,PIRATEN
173,2483,2013,NPD
173,2137,2009,NPD
173,724,2013,Übrige
173,1188,2009,Übrige
174,209960,2013,Wahlberechtigte
174,210695,2009,Wahlberechtigte
174,154025,2013,Wähler
174,156363,2009,Wähler
174,4429,2013,Ungültige
174,3465,2009,Ungültige
174,149596,2013,Gültige
174,152898,2009,Gültige
174,87263,2013,CDU
174,77514,2009,CDU
174,37352,2013,SPD
174,35602,2009,SPD
174,3605,2013,FDP
174,15268,2009,FDP
174,6869,2013,DIE LINKE
174,10267,2009,DIE LINKE
174,8125,2013,GRÜNE
174,11257,2009,GRÜNE
174,3390,2013,PIRATEN
174,2992,2013,NPD
174,2972,2009,NPD
174,18,2009,Übrige
175,180491,2013,Wahlberechtigte
175,181422,2009,Wahlberechtigte
175,131010,2013,Wähler
175,132713,2009,Wähler
175,4237,2013,Ungültige
175,3530,2009,Ungültige
175,126773,2013,Gültige
175,129183,2009,Gültige
175,61911,2013,CDU
175,52895,2009,CDU
175,41061,2013,SPD
175,41711,2009,SPD
175,2963,2013,FDP
175,12321,2009,FDP
175,6739,2013,DIE LINKE
175,9127,2009,DIE LINKE
175,6815,2013,GRÜNE
175,7982,2009,GRÜNE
175,3746,2013,PIRATEN
175,3538,2013,NPD
175,2954,2009,NPD
175,1690,2009,Die Tierschutzpartei
175,379,2009,REP
175,124,2009,Übrige
176,182026,2013,Wahlberechtigte
176,182246,2009,Wahlberechtigte
176,139886,2013,Wähler
176,141075,2009,Wähler
176,2911,2013,Ungültige
176,2300,2009,Ungültige
176,136975,2013,Gültige
176,138775,2009,Gültige
176,66785,2013,CDU
176,62748,2009,CDU
176,38435,2013,SPD
176,35257,2009,SPD
176,4866,2013,FDP
176,16255,2009,FDP
176,5482,2013,DIE LINKE
176,7522,2009,DIE LINKE
176,10064,2013,GRÜNE
176,12976,2009,GRÜNE
176,2194,2013,PIRATEN
176,934,2013,NPD
176,1081,2009,NPD
176,2074,2009,Die Tierschutzpartei
176,467,2013,REP
176,862,2009,REP
176,7748,2013,AfD
177,175085,2013,Wahlberechtigte
177,173946,2009,Wahlberechtigte
177,131480,2013,Wähler
177,131624,2009,Wähler
177,3710,2013,Ungültige
177,2757,2009,Ungültige
177,127770,2013,Gültige
177,128867,2009,Gültige
177,60118,2013,CDU
177,53317,2009,CDU
177,40805,2013,SPD
177,42438,2009,SPD
177,3527,2013,FDP
177,11785,2009,FDP
177,6174,2013,DIE LINKE
177,7497,2009,DIE LINKE
177,9497,2013,GRÜNE
177,9434,2009,GRÜNE
177,2863,2013,PIRATEN
177,2364,2013,NPD
177,2360,2009,NPD
177,1785,2009,Die Tierschutzpartei
177,2422,2013,FREIE WÄHLER
177,251,2009,Übrige
178,220668,2013,Wahlberechtigte
178,221226,2009,Wahlberechtigte
178,165788,2013,Wähler
178,166456,2009,Wähler
178,3756,2013,Ungültige
178,3400,2009,Ungültige
178,162032,2013,Gültige
178,163056,2009,Gültige
178,84489,2013,CDU
178,75224,2009,CDU
178,47152,2013,SPD
178,45127,2009,SPD
178,3726,2013,FDP
178,17463,2009,FDP
178,6300,2013,DIE LINKE
178,9066,2009,DIE LINKE
178,9119,2013,GRÜNE
178,13141,2009,GRÜNE
178,2869,2013,PIRATEN
178,1464,2013,NPD
178,1432,2009,NPD
178,1603,2009,REP
178,6913,2013,AfD
179,189698,2013,Wahlberechtigte
179,187479,2009,Wahlberechtigte
179,132335,2013,Wähler
179,133425,2009,Wähler
179,2705,2013,Ungültige
179,2374,2009,Ungültige
179,129630,2013,Gültige
179,131051,2009,Gültige
179,56466,2013,CDU
179,53416,2009,CDU
179,45311,2013,SPD
179,42751,2009,SPD
179,3296,2013,FDP
179,12350,2009,FDP
179,6097,2013,DIE LINKE
179,9016,2009,DIE LINKE
179,9784,2013,GRÜNE
179,10970,2009,GRÜNE
179,2224,2013,PIRATEN
179,941,2013,NPD
179,1516,2009,NPD
179,335,2013,BüSo
179,588,2009,BüSo
179,5176,2013,AfD
179,444,2009,Übrige
180,177413,2013,Wahlberechtigte
180,175874,2009,Wahlberechtigte
180,128280,2013,Wähler
180,128322,2009,Wähler
180,4179,2013,Ungültige
180,2768,2009,Ungültige
180,124101,2013,Gültige
180,125554,2009,Gültige
180,54920,2013,CDU
180,48218,2009,CDU
180,45184,2013,SPD
180,43514,2009,SPD
180,3053,2013,FDP
180,10972,2009,FDP
180,7069,2013,DIE LINKE
180,8909,2009,DIE LINKE
180,7217,2013,GRÜNE
180,8536,2009,GRÜNE
180,2985,2013,PIRATEN
180,2625,2013,NPD
180,1577,2009,NPD
180,2443,2009,Die Tierschutzpartei
180,1385,2009,REP
180,1048,2013,Die PARTEI
181,196605,2013,Wahlberechtigte
181,195505,2009,Wahlberechtigte
181,155145,2013,Wähler
181,155748,2009,Wähler
181,4078,2013,Ungültige
181,2821,2009,Ungültige
181,151067,2013,Gültige
181,152927,2009,Gültige
181,79353,2013,CDU
181,72680,2009,CDU
181,40927,2013,SPD
181,36629,2009,SPD
181,6472,2013,FDP
181,18588,2009,FDP
181,6355,2013,DIE LINKE
181,7718,2009,DIE LINKE
181,12453,2013,GRÜNE
181,15618,2009,GRÜNE
181,3729,2013,PIRATEN
181,1778,2013,NPD
181,1694,2009,NPD
182,195615,2013,Wahlberechtigte
182,190058,2009,Wahlberechtigte
182,133575,2013,Wähler
182,132429,2009,Wähler
182,3056,2013,Ungültige
182,2217,2009,Ungültige
182,130519,2013,Gültige
182,130212,2009,Gültige
182,52427,2013,CDU
182,45866,2009,CDU
182,43124,2013,SPD
182,39147,2009,SPD
182,4125,2013,FDP
182,12876,2009,FDP
182,10280,2013,DIE LINKE
182,12031,2009,DIE LINKE
182,12875,2013,GRÜNE
182,15701,2009,GRÜNE
182,3066,2013,PIRATEN
182,1148,2013,NPD
182,1327,2009,NPD
182,1879,2009,Die Tierschutzpartei
182,772,2013,REP
182,862,2009,REP
182,177,2013,BüSo
182,353,2009,BüSo
182,170,2009,MLPD
182,1586,2013,FREIE WÄHLER
182,939,2013,Die PARTEI
183,219357,2013,Wahlberechtigte
183,212140,2009,Wahlberechtigte
183,159914,2013,Wähler
183,156548,2009,Wähler
183,2937,2013,Ungültige
183,2671,2009,Ungültige
183,156977,2013,Gültige
183,153877,2009,Gültige
183,57004,2013,CDU
183,55027,2009,CDU
183,47854,2013,SPD
183,45074,2009,SPD
183,5434,2013,FDP
183,14336,2009,FDP
183,9547,2013,DIE LINKE
183,11998,2009,DIE LINKE
183,21184,2013,GRÜNE
183,23403,2009,GRÜNE
183,2858,2013,PIRATEN
183,1015,2013,NPD
183,1546,2009,NPD
183,2077,2009,Die Tierschutzpartei
183,101,2013,BüSo
183,416,2009,BüSo
183,5155,2013,AfD
183,988,2013,FREIE WÄHLER
183,1155,2013,Die PARTEI
183,4682,2013,Übrige
184,174002,2013,Wahlberechtigte
184,172278,2009,Wahlberechtigte
184,127383,2013,Wähler
184,128119,2009,Wähler
