WK,Stimmen,Jahr,Partei
236,65723,2013,CSU
236,62548,2009,CSU
236,3025,2013,PIRATEN
236,1661,2013,NPD
236,1899,2009,NPD
236,2213,2009,REP
236,1562,2009,BP
236,4222,2013,AfD
236,3549,2013,FREIE WÄHLER
236,303,2009,Übrige
237,164828,2013,Wahlberechtigte
237,164344,2009,Wahlberechtigte
237,115659,2013,Wähler
237,117290,2009,Wähler
237,1187,2013,Ungültige
237,1654,2009,Ungültige
237,114472,2013,Gültige
237,115636,2009,Gültige
237,29344,2013,SPD
237,23920,2009,SPD
237,3133,2013,FDP
237,9898,2009,FDP
237,3246,2013,DIE LINKE
237,6318,2009,DIE LINKE
237,7189,2013,GRÜNE
237,13096,2009,GRÜNE
237,63936,2013,CSU
237,58848,2009,CSU
237,2663,2013,PIRATEN
237,1392,2013,NPD
237,1701,2009,NPD
237,1855,2009,REP
237,3569,2013,AfD
238,160103,2013,Wahlberechtigte
238,162834,2009,Wahlberechtigte
238,111378,2013,Wähler
238,115851,2009,Wähler
238,985,2013,Ungültige
238,1784,2009,Ungültige
238,110393,2013,Gültige
238,114067,2009,Gültige
238,35785,2013,SPD
238,28882,2009,SPD
238,1835,2013,FDP
238,8805,2009,FDP
238,3681,2013,DIE LINKE
238,7475,2009,DIE LINKE
238,4274,2013,GRÜNE
238,9380,2009,GRÜNE
238,55309,2013,CSU
238,55174,2009,CSU
238,1717,2013,PIRATEN
238,1740,2013,NPD
238,2775,2009,NPD
238,1234,2009,ödp
238,3143,2013,AfD
238,2909,2013,FREIE WÄHLER
238,342,2009,Übrige
239,174569,2013,Wahlberechtigte
239,180735,2009,Wahlberechtigte
239,118838,2013,Wähler
239,126096,2009,Wähler
239,1089,2013,Ungültige
239,2057,2009,Ungültige
239,117749,2013,Gültige
239,124039,2009,Gültige
239,33731,2013,SPD
239,33763,2009,SPD
239,1527,2013,FDP
239,9604,2009,FDP
239,5264,2013,DIE LINKE
239,9994,2009,DIE LINKE
239,6449,2013,GRÜNE
239,9302,2009,GRÜNE
239,64888,2013,CSU
239,57632,2009,CSU
239,1722,2013,NPD
239,3094,2009,NPD
239,4168,2013,AfD
239,650,2009,Übrige
240,172449,2013,Wahlberechtigte
240,173473,2009,Wahlberechtigte
240,122307,2013,Wähler
240,128501,2009,Wähler
240,1225,2013,Ungültige
240,1198,2009,Ungültige
240,121082,2013,Gültige
240,127303,2009,Gültige
240,27587,2013,SPD
240,18717,2009,SPD
240,1996,2013,FDP
240,4885,2009,FDP
240,3616,2013,DIE LINKE
240,6624,2009,DIE LINKE
240,4845,2013,GRÜNE
240,5985,2009,GRÜNE
240,68903,2013,CSU
240,86658,2009,CSU
240,2212,2013,PIRATEN
240,2013,2013,NPD
240,3027,2009,NPD
240,1430,2013,ödp
240,1407,2009,ödp
240,1118,2013,BP
240,3829,2013,AfD
240,3533,2013,FREIE WÄHLER
241,243643,2013,Wahlberechtigte
241,243953,2009,Wahlberechtigte
241,166555,2013,Wähler
241,171989,2009,Wähler
241,1683,2013,Ungültige
241,2553,2009,Ungültige
241,164872,2013,Gültige
241,169436,2009,Gültige
241,38331,2013,SPD
241,37133,2009,SPD
241,7454,2013,FDP
241,17346,2009,FDP
241,6202,2013,DIE LINKE
241,9231,2009,DIE LINKE
241,9665,2013,GRÜNE
241,14054,2009,GRÜNE
241,87922,2013,CSU
241,80239,2009,CSU
241,3938,2013,PIRATEN
241,3248,2009,PIRATEN
241,2496,2013,NPD
241,3835,2009,NPD
241,3658,2009,ödp
241,204,2013,Bündnis21/RRP
241,1522,2013,BP
241,433,2013,DIE VIOLETTEN
241,6705,2013,FREIE WÄHLER
241,692,2009,Übrige
242,179506,2013,Wahlberechtigte
242,177261,2009,Wahlberechtigte
242,135186,2013,Wähler
242,135845,2009,Wähler
242,863,2013,Ungültige
242,1335,2009,Ungültige
242,134323,2013,Gültige
242,134510,2009,Gültige
242,35377,2013,SPD
242,32269,2009,SPD
242,2990,2013,FDP
242,12736,2009,FDP
242,5611,2013,DIE LINKE
242,8275,2009,DIE LINKE
242,11980,2013,GRÜNE
242,15036,2009,GRÜNE
242,65151,2013,CSU
242,60685,2009,CSU
242,3216,2013,PIRATEN
242,957,2013,NPD
242,1596,2009,NPD
242,1686,2009,ödp
242,1946,2009,FAMILIE
242,569,2013,BP
242,4393,2013,AfD
242,4079,2013,FREIE WÄHLER
242,281,2009,Übrige
243,253603,2013,Wahlberechtigte
243,249703,2009,Wahlberechtigte
243,178211,2013,Wähler
243,179941,2009,Wähler
243,1370,2013,Ungültige
243,2512,2009,Ungültige
243,176841,2013,Gültige
243,177429,2009,Gültige
243,47936,2013,SPD
243,44505,2009,SPD
243,3239,2013,FDP
243,15361,2009,FDP
243,7524,2013,DIE LINKE
243,13798,2009,DIE LINKE
243,14595,2013,GRÜNE
243,17109,2009,GRÜNE
243,86997,2013,CSU
243,76897,2009,CSU
243,4792,2013,PIRATEN
243,4166,2009,PIRATEN
243,2246,2013,NPD
243,3551,2009,NPD
243,5588,2013,AfD
243,3924,2013,FREIE WÄHLER
243,2042,2009,Übrige
244,193031,2013,Wahlberechtigte
244,189738,2009,Wahlberechtigte
244,132674,2013,Wähler
244,135154,2009,Wähler
244,1053,2013,Ungültige
244,1572,2009,Ungültige
244,131621,2013,Gültige
244,133582,2009,Gültige
244,41666,2013,SPD
244,41246,2009,SPD
244,3556,2013,FDP
244,10652,2009,FDP
244,8099,2013,DIE LINKE
244,10923,2009,DIE LINKE
244,13336,2013,GRÜNE
244,15043,2009,GRÜNE
244,51829,2013,CSU
244,48943,2009,CSU
244,4055,2013,PIRATEN
244,4268,2009,PIRATEN
244,1341,2013,NPD
244,2320,2009,NPD
244,122,2013,MLPD
244,187,2009,MLPD
244,4417,2013,AfD
244,2134,2013,FREIE WÄHLER
244,873,2013,Die PARTEI
244,193,2013,Übrige
245,185799,2013,Wahlberechtigte
245,184672,2009,Wahlberechtigte
245,121814,2013,Wähler
245,124786,2009,Wähler
245,1157,2013,Ungültige
245,1689,2009,Ungültige
245,120657,2013,Gültige
245,123097,2009,Gültige
245,38942,2013,SPD
245,37159,2009,SPD
245,2192,2013,FDP
245,10498,2009,FDP
245,6038,2013,DIE LINKE
245,10794,2009,DIE LINKE
245,8165,2013,GRÜNE
245,10048,2009,GRÜNE
245,53519,2013,CSU
245,47519,2009,CSU
245,3056,2013,PIRATEN
245,2653,2009,PIRATEN
245,1701,2013,NPD
245,3136,2009,NPD
245,168,2013,Bündnis21/RRP
245,1290,2009,Bündnis21/RRP
245,4498,2013,AfD
245,2378,2013,FREIE WÄHLER
246,226102,2013,Wahlberechtigte
246,224946,2009,Wahlberechtigte
246,168765,2013,Wähler
246,171076,2009,Wähler
246,1566,2013,Ungültige
246,2256,2009,Ungültige
246,167199,2013,Gültige
246,168820,2009,Gültige
246,46200,2013,SPD
246,40464,2009,SPD
246,5371,2013,FDP
246,18809,2009,FDP
246,6064,2013,DIE LINKE
246,9610,2009,DIE LINKE
246,11142,2013,GRÜNE
246,16521,2009,GRÜNE
246,84618,2013,CSU
246,75280,2009,CSU
246,4137,2013,PIRATEN
246,3205,2009,PIRATEN
246,2598,2013,NPD
246,3289,2009,NPD
246,1642,2009,Bündnis21/RRP
246,7069,2013,FREIE WÄHLER
247,184171,2013,Wahlberechtigte
247,183872,2009,Wahlberechtigte
247,131310,2013,Wähler
247,135005,2009,Wähler
247,2410,2013,Ungültige
247,2840,2009,Ungültige
247,128900,2013,Gültige
247,132165,2009,Gültige
247,32308,2013,SPD
247,25143,2009,SPD
247,4199,2013,FDP
247,15185,2009,FDP
247,3641,2013,DIE LINKE
247,8072,2009,DIE LINKE
247,10284,2013,GRÜNE
247,22717,2009,GRÜNE
247,67591,2013,CSU
247,56491,2009,CSU
247,3314,2013,PIRATEN
247,2173,2013,NPD
247,2716,2009,NPD
247,1551,2013,ödp
247,1841,2009,ödp
247,3373,2013,FREIE WÄHLER
247,466,2013,Übrige
248,217994,2013,Wahlberechtigte
248,219607,2009,Wahlberechtigte
248,155355,2013,Wähler
248,162052,2009,Wähler
248,1822,2013,Ungültige
248,2659,2009,Ungültige
248,153533,2013,Gültige
248,159393,2009,Gültige
248,30564,2013,SPD
248,28487,2009,SPD
248,4391,2013,FDP
248,13592,2009,FDP
248,6930,2013,DIE LINKE
248,13000,2009,DIE LINKE
248,12127,2013,GRÜNE
248,14723,2009,GRÜNE
248,88911,2013,CSU
248,85574,2009,CSU
248,3562,2013,PIRATEN
248,2789,2013,NPD
248,3305,2009,NPD
248,4259,2013,FREIE WÄHLER
248,712,2009,Übrige
249,197762,2013,Wahlberechtigte
249,199081,2009,Wahlberechtigte
249,143137,2013,Wähler
249,147482,2009,Wähler
249,2024,2013,Ungültige
249,3186,2009,Ungültige
249,141113,2013,Gültige
249,144296,2009,Gültige
249,32812,2013,SPD
249,28659,2009,SPD
249,3632,2013,FDP
249,12858,2009,FDP
249,4426,2013,DIE LINKE
249,8817,2009,DIE LINKE
249,8810,2013,GRÜNE
249,13649,2009,GRÜNE
249,73001,2013,CSU
249,75542,2009,CSU
249,2822,2013,PIRATEN
249,1360,2013,NPD
249,1620,2009,NPD
249,1223,2013,REP
249,2230,2009,REP
249,330,2013,Bündnis21/RRP
249,921,2009,PBC
249,4652,2013,AfD
249,8045,2013,FREIE WÄHLER
250,200150,2013,Wahlberechtigte
250,200116,2009,Wahlberechtigte
250,141275,2013,Wähler
250,146050,2009,Wähler
250,1713,2013,Ungültige
250,3121,2009,Ungültige
250,139562,2013,Gültige
250,142929,2009,Gültige
250,32190,2013,SPD
250,27794,2009,SPD
250,2921,2013,FDP
250,13713,2009,FDP
250,7514,2013,DIE LINKE
250,14803,2009,DIE LINKE
250,8052,2013,GRÜNE
250,14598,2009,GRÜNE
250,76548,2013,CSU
250,66253,2009,CSU
250,2994,2013,PIRATEN
250,2042,2013,NPD
250,3029,2009,NPD
250,1155,2013,ödp
250,1532,2013,BP
250,2213,2009,BP
250,4614,2013,FREIE WÄHLER
250,526,2009,Übrige
251,226597,2013,Wahlberechtigte
251,225807,2009,Wahlberechtigte
251,166593,2013,Wähler
251,170031,2009,Wähler
251,1364,2013,Ungültige
251,2185,2009,Ungültige
251,165229,2013,Gültige
251,167846,2009,Gültige
251,42136,2013,SPD
251,39055,2009,SPD
251,5323,2013,FDP
251,17030,2009,FDP
251,5374,2013,DIE LINKE
251,9334,2009,DIE LINKE
251,16454,2013,GRÜNE
251,21914,2009,GRÜNE
251,80776,2013,CSU
251,73800,2009,CSU
251,4134,2013,PIRATEN
251,3659,2009,PIRATEN
251,1439,2013,NPD
251,2312,2009,NPD
251,1903,2013,ödp
251,4831,2013,AfD
251,2859,2013,FREIE WÄHLER
251,742,2009,Übrige
252,208231,2013,Wahlberechtigte
252,206196,2009,Wahlberechtigte
252,133378,2013,Wähler
252,135957,2009,Wähler
252,1354,2013,Ungültige
252,1789,2009,Ungültige
252,132024,2013,Gültige
252,134168,2009,Gültige
252,33145,2013,SPD
252,26268,2009,SPD
252,4511,2013,FDP
252,14638,2009,FDP
252,6408,2013,DIE LINKE
252,9318,2009,DIE LINKE
252,14568,2013,GRÜNE
252,19708,2009,GRÜNE
252,58622,2013,CSU
252,56644,2009,CSU
252,3508,2013,PIRATEN
252,908,2013,NPD
252,2038,2009,NPD
252,844,2013,REP
252,1621,2009,ödp
252,141,2013,Bündnis21/RRP
252,1658,2009,Bündnis21/RRP
252,1022,2009,BP
252,142,2013,BüSo
252,177,2009,BüSo
252,162,2013,MLPD
252,230,2009,MLPD
252,6301,2013,AfD
252,2764,2013,FREIE WÄHLER
252,846,2009,Übrige
253,244203,2013,Wahlberechtigte
253,240672,2009,Wahlberechtigte
253,176239,2013,Wähler
253,177024,2009,Wähler
253,1600,2013,Ungültige
253,2484,2009,Ungültige
253,174639,2013,Gültige
253,174540,2009,Gültige
253,30879,2013,SPD
253,27427,2009,SPD
253,3974,2013,FDP
253,20137,2009,FDP
253,5177,2013,DIE LINKE
253,8264,2009,DIE LINKE
253,12067,2013,GRÜNE
253,15031,2009,GRÜNE
253,105841,2013,CSU
253,92508,2009,CSU
253,3550,2013,PIRATEN
253,1840,2013,NPD
253,2834,2009,NPD
253,2665,2013,ödp
253,2804,2009,ödp
253,734,2013,Bündnis21/RRP
253,2539,2009,Bündnis21/RRP
253,2552,2009,BP
253,444,2009,BüSo
253,7912,2013,AfD
254,189974,2013,Wahlberechtigte
254,189097,2009,Wahlberechtigte
254,131055,2013,Wähler
254,133619,2009,Wähler
254,1560,2013,Ungültige
254,2191,2009,Ungültige
254,129495,2013,Gültige
254,131428,2009,Gültige
254,22858,2013,SPD
254,20901,2009,SPD
254,3170,2013,FDP
254,15337,2009,FDP
254,5797,2013,DIE LINKE
254,8025,2009,DIE LINKE
254,8153,2013,GRÜNE
254,9962,2009,GRÜNE
254,78524,2013,CSU
254,69102,2009,CSU
254,2342,2013,NPD
254,2549,2009,NPD
254,2899,2013,ödp
254,1982,2009,ödp
254,381,2013,Bündnis21/RRP
254,2385,2009,BP
254,888,2009,DIE VIOLETTEN
254,5371,2013,FREIE WÄHLER
254,297,2009,Übrige
255,237651,2013,Wahlberechtigte
255,235775,2009,Wahlberechtigte
255,161614,2013,Wähler
255,164678,2009,Wähler
255,1697,2013,Ungültige
255,2832,2009,Ungültige
255,159917,2013,Gültige
255,161846,2009,Gültige
255,29420,2013,SPD
255,24977,2009,SPD
255,4377,2013,FDP
255,18406,2009,FDP
255,5546,2013,DIE LINKE
255,10245,2009,DIE LINKE
255,12505,2013,GRÜNE
255,17398,2009,GRÜNE
255,91961,2013,CSU
255,82046,2009,CSU
255,3085,2013,PIRATEN
255,3009,2013,NPD
255,4483,2009,NPD
255,2493,2013,ödp
255,4291,2009,ödp
255,7521,2013,AfD
256,224278,2013,Wahlberechtigte
256,221708,2009,Wahlberechtigte
256,155635,2013,Wähler
256,158857,2009,Wähler
256,1531,2013,Ungültige
256,2008,2009,Ungültige
256,154104,2013,Gültige
256,156849,2009,Gültige
256,26722,2013,SPD
256,19107,2009,SPD
256,5501,2013,FDP
256,17464,2009,FDP
256,5530,2013,DIE LINKE
256,7842,2009,DIE LINKE
256,13011,2013,GRÜNE
256,20093,2009,GRÜNE
256,93494,2013,CSU
256,83181,2009,CSU
256,3072,2013,PIRATEN
256,1314,2009,NPD
256,2236,2013,REP
256,2092,2009,REP
256,4127,2013,ödp
256,3150,2009,ödp
256,411,2013,Bündnis21/RRP
256,2606,2009,BP
257,244541,2013,Wahlberechtigte
257,242341,2009,Wahlberechtigte
257,167668,2013,Wähler
257,170224,2009,Wähler
257,1456,2013,Ungültige
257,2992,2009,Ungültige
257,166212,2013,Gültige
257,167232,2009,Gültige
257,25009,2013,SPD
257,22859,2009,SPD
257,2847,2013,FDP
257,21115,2009,FDP
257,4731,2013,DIE LINKE
257,8822,2009,DIE LINKE
257,10039,2013,GRÜNE
257,15030,2009,GRÜNE
257,99333,2013,CSU
257,85429,2009,CSU
257,3260,2013,PIRATEN
257,2814,2009,NPD
257,3258,2013,ödp
257,3671,2009,ödp
257,4808,2013,BP
257,5367,2009,BP
257,6842,2013,AfD
257,5425,2013,FREIE WÄHLER
257,660,2013,Übrige
257,2125,2009,Übrige
296,204905,2013,Wahlberechtigte
296,207292,2009,Wahlberechtigte
296,142400,2013,Wähler
296,146713,2009,Wähler
296,3349,2013,Ungültige
296,2699,2009,Ungültige
296,139051,2013,Gültige
296,144014,2009,Gültige
296,51324,2013,CDU
296,45748,2009,CDU
296,50286,2013,SPD
296,43737,2009,SPD
296,2410,2013,FDP
296,10597,2009,FDP
296,15202,2013,DIE LINKE
296,31946,2009,DIE LINKE
296,7422,2013,GRÜNE
296,9696,2009,GRÜNE
296,3904,2013,PIRATEN
296,2550,2013,NPD
296,1967,2009,NPD
296,267,2013,MLPD
296,323,2009,MLPD
296,5686,2013,AfD
297,211529,2013,Wahlberechtigte
297,214924,2009,Wahlberechtigte
297,154287,2013,Wähler
297,159639,2009,Wähler
297,4360,2013,Ungültige
297,4022,2009,Ungültige
297,149927,2013,Gültige
297,155617,2009,Gültige
297,66694,2013,CDU
297,58297,2009,CDU
297,52303,2013,SPD
297,51193,2009,SPD
297,1872,2013,FDP
297,11516,2009,FDP
297,10936,2013,DIE LINKE
297,24244,2009,DIE LINKE
297,5577,2013,GRÜNE
297,8342,2009,GRÜNE
297,3652,2013,PIRATEN
297,2475,2013,NPD
297,2025,2009,NPD
297,6418,2013,AfD
298,181521,2013,Wahlberechtigte
298,184896,2009,Wahlberechtigte
298,138097,2013,Wähler
298,142795,2009,Wähler
298,4041,2013,Ungültige
298,3814,2009,Ungültige
298,134056,2013,Gültige
298,138981,2009,Gültige
298,60865,2013,CDU
298,55727,2009,CDU
298,44868,2013,SPD
298,42910,2009,SPD
298,2221,2013,FDP
298,9486,2009,FDP
298,10247,2013,DIE LINKE
298,22965,2009,DIE LINKE
298,3793,2013,GRÜNE
298,6058,2009,GRÜNE
298,3035,2013,PIRATEN
298,1975,2013,NPD
298,1835,2009,NPD
298,6365,2013,AfD
298,687,2013,VERNUNFT
299,198117,2013,Wahlberechtigte
299,201442,2009,Wahlberechtigte
299,142644,2013,Wähler
299,147047,2009,Wähler
299,3729,2013,Ungültige
299,3131,2009,Ungültige
299,138915,2013,Gültige
299,143916,2009,Gültige
299,55250,2013,CDU
299,48092,2009,CDU
299,52266,2013,SPD
299,44500,2009,SPD
299,1890,2013,FDP
299,10508,2009,FDP
299,12592,2013,DIE LINKE
299,27933,2009,DIE LINKE
299,4954,2013,GRÜNE
299,6575,2009,GRÜNE
299,3289,2013,PIRATEN
299,2231,2013,NPD
299,2206,2009,NPD
299,4102,2009,FAMILIE
299,6443,2013,AfD
75,204085,2013,Wahlberechtigte
75,197252,2009,Wahlberechtigte
75,141574,2013,Wähler
75,133355,2009,Wähler
75,2282,2013,Ungültige
75,2749,2009,Ungültige
75,139292,2013,Gültige
75,130606,2009,Gültige
75,33265,2013,CDU
75,28760,2009,CDU
75,39360,2013,SPD
75,33943,2009,SPD
75,2088,2013,FDP
75,8869,2009,FDP
75,23200,2013,DIE LINKE
75,24871,2009,DIE LINKE
75,25687,2013,GRÜNE
75,28108,2009,GRÜNE
75,5463,2013,PIRATEN
75,1363,2013,NPD
75,2110,2009,NPD
75,217,2013,BüSo
75,951,2009,BüSo
75,202,2013,MLPD
75,4212,2013,AfD
75,479,2013,BIG
75,239,2013,FREIE WÄHLER
75,1856,2013,Die PARTEI
75,261,2013,DKP
75,1400,2013,Übrige
75,2994,2009,Übrige
76,235344,2013,Wahlberechtigte
76,232250,2009,Wahlberechtigte
76,175061,2013,Wähler
76,166099,2009,Wähler
76,2414,2013,Ungültige
76,2836,2009,Ungültige
76,172647,2013,Gültige
76,163263,2009,Gültige
76,41295,2013,CDU
76,28374,2009,CDU
76,36180,2013,SPD
76,44769,2009,SPD
76,1581,2013,FDP
76,9604,2009,FDP
76,48926,2013,DIE LINKE
76,47070,2009,DIE LINKE
76,25442,2013,GRÜNE
76,26674,2009,GRÜNE
76,5860,2013,PIRATEN
76,2872,2013,NPD
76,3702,2009,NPD
76,322,2013,BüSo
76,1090,2009,BüSo
76,7088,2013,AfD
76,861,2013,FREIE WÄHLER
76,2220,2013,Die PARTEI
76,1980,2009,Übrige
77,182934,2013,Wahlberechtigte
77,183112,2009,Wahlberechtigte
77,133484,2013,Wähler
77,132532,2009,Wähler
77,2603,2013,Ungültige
77,3039,2009,Ungültige
77,130881,2013,Gültige
77,129493,2009,Gültige
77,58845,2013,CDU
77,50554,2009,CDU
77,38593,2013,SPD
77,35540,2009,SPD
77,2605,2013,FDP
77,13711,2009,FDP
77,8508,2013,DIE LINKE
77,10525,2009,DIE LINKE
77,8790,2013,GRÜNE
77,13875,2009,GRÜNE
77,3251,2013,PIRATEN
77,2254,2013,NPD
77,2613,2009,NPD
77,879,2009,BüSo
77,5852,2013,AfD
77,624,2013,FREIE WÄHLER
77,865,2013,Die PARTEI
77,694,2013,Übrige
77,1796,2009,Übrige
78,187363,2013,Wahlberechtigte
78,184436,2009,Wahlberechtigte
78,130485,2013,Wähler
78,126799,2009,Wähler
78,2722,2013,Ungültige
78,3098,2009,Ungültige
78,127763,2013,Gültige
78,123701,2009,Gültige
78,50071,2013,CDU
78,44994,2009,CDU
78,47790,2013,SPD
78,41051,2009,SPD
78,1788,2013,FDP
78,10612,2009,FDP
78,9199,2013,DIE LINKE
78,11446,2009,DIE LINKE
78,5942,2013,GRÜNE
78,10853,2009,GRÜNE
78,4030,2013,PIRATEN
78,2022,2013,NPD
78,2463,2009,NPD
78,270,2013,BüSo
78,1245,2009,BüSo
78,285,2009,MLPD
78,5543,2013,AfD
78,553,2013,BIG
78,555,2013,FREIE WÄHLER
78,752,2009,Übrige
79,220007,2013,Wahlberechtigte
79,217335,2009,Wahlberechtigte
79,175539,2013,Wähler
79,172795,2009,Wähler
79,2559,2013,Ungültige
79,2610,2009,Ungültige
79,172980,2013,Gültige
79,170185,2009,Gültige
79,73460,2013,CDU
79,66075,2009,CDU
79,50540,2013,SPD
79,45691,2009,SPD
79,4605,2013,FDP
79,15138,2009,FDP
79,9102,2013,DIE LINKE
79,9325,2009,DIE LINKE
79,20416,2013,GRÜNE
79,27392,2009,GRÜNE
79,4216,2013,PIRATEN
79,1165,2013,NPD
79,1544,2009,NPD
79,1416,2009,FAMILIE
79,281,2013,BüSo
79,462,2009,BüSo
79,875,2009,DIE VIOLETTEN
79,7321,2013,AfD
79,598,2013,FREIE WÄHLER
79,1276,2013,Die PARTEI
79,2267,2009,Übrige
80,197797,2013,Wahlberechtigte
80,195857,2009,Wahlberechtigte
80,153420,2013,Wähler
80,150356,2009,Wähler
80,2086,2013,Ungültige
80,2623,2009,Ungültige
80,151334,2013,Gültige
80,147733,2009,Gültige
80,56079,2013,CDU
80,44549,2009,CDU
80,47619,2013,SPD
80,47340,2009,SPD
80,3801,2013,FDP
80,16397,2009,FDP
80,9368,2013,DIE LINKE
80,9978,2009,DIE LINKE
80,22176,2013,GRÜNE
80,26778,2009,GRÜNE
80,3657,2013,PIRATEN
80,754,2013,NPD
80,1187,2009,NPD
80,84,2013,Bündnis21/RRP
80,181,2013,BüSo
80,912,2009,BüSo
80,5649,2013,AfD
80,227,2013,BIG
80,478,2013,FREIE WÄHLER
80,1057,2013,Die PARTEI
80,204,2013,Übrige
80,592,2009,Übrige
81,235259,2013,Wahlberechtigte
81,232759,2009,Wahlberechtigte
81,177205,2013,Wähler
81,172928,2009,Wähler
81,3046,2013,Ungültige
81,3533,2009,Ungültige
81,174159,2013,Gültige
81,169395,2009,Gültige
81,60926,2013,CDU
81,54971,2009,CDU
81,45659,2013,SPD
81,38244,2009,SPD
81,2585,2013,FDP
81,13292,2009,FDP
81,12801,2013,DIE LINKE
81,13787,2009,DIE LINKE
81,35461,2013,GRÜNE
81,44506,2009,GRÜNE
81,5233,2013,PIRATEN
81,1789,2013,NPD
81,2413,2009,NPD
81,348,2013,BüSo
81,1328,2009,BüSo
81,6391,2013,AfD
81,567,2013,BIG
81,905,2013,FREIE WÄHLER
81,1494,2013,Die PARTEI
81,854,2009,Übrige
82,205635,2013,Wahlberechtigte
82,197444,2009,Wahlberechtigte
82,140825,2013,Wähler
82,132613,2009,Wähler
82,3102,2013,Ungültige
82,3915,2009,Ungültige
82,137723,2013,Gültige
82,128698,2009,Gültige
82,42092,2013,CDU
82,39618,2009,CDU
82,44528,2013,SPD
82,35168,2009,SPD
82,1861,2013,FDP
82,11468,2009,FDP
82,16144,2013,DIE LINKE
82,15852,2009,DIE LINKE
82,16126,2013,GRÜNE
82,18805,2009,GRÜNE
82,6094,2013,PIRATEN
82,3094,2013,NPD
82,3356,2009,NPD
82,222,2013,BüSo
82,208,2013,MLPD
82,218,2009,MLPD
82,4140,2013,AfD
82,794,2013,FREIE WÄHLER
82,2420,2013,Die PARTEI
82,280,2009,DKP
82,3933,2009,Übrige
83,226240,2013,Wahlberechtigte
83,222647,2009,Wahlberechtigte
83,168048,2013,Wähler
83,160861,2009,Wähler
83,2317,2013,Ungültige
83,2572,2009,Ungültige
83,165731,2013,Gültige
83,158289,2009,Gültige
83,22723,2013,CDU
83,18394,2009,CDU
83,29799,2013,SPD
83,26415,2009,SPD
83,1647,2013,FDP
83,6425,2009,FDP
83,28441,2013,DIE LINKE
83,27796,2009,DIE LINKE
83,66056,2013,GRÜNE
83,73897,2009,GRÜNE
83,6317,2013,PIRATEN
83,1291,2013,NPD
83,1791,2009,NPD
83,108,2013,BüSo
83,457,2013,DIE VIOLETTEN
83,3325,2013,AfD
83,602,2013,BIG
83,515,2013,FREIE WÄHLER
83,2666,2013,Die PARTEI
83,624,2013,B
83,649,2009,DKP
83,1160,2013,Übrige
83,2922,2009,Übrige
84,201629,2013,Wahlberechtigte
84,200391,2009,Wahlberechtigte
84,148406,2013,Wähler
84,142838,2009,Wähler
84,2187,2013,Ungültige
84,2326,2009,Ungültige
84,146219,2013,Gültige
84,140512,2009,Gültige
84,33036,2013,CDU
84,29124,2009,CDU
84,26093,2013,SPD
84,25520,2009,SPD
84,1429,2013,FDP
84,6247,2009,FDP
84,61661,2013,DIE LINKE
84,62880,2009,DIE LINKE
84,7344,2013,GRÜNE
84,10495,2009,GRÜNE
84,4205,2013,PIRATEN
84,4039,2013,NPD
84,4092,2009,NPD
84,218,2013,BüSo
84,1131,2009,BüSo
84,208,2013,MLPD
84,398,2009,MLPD
84,5788,2013,AfD
84,855,2013,FREIE WÄHLER
84,1343,2013,Die PARTEI
84,625,2009,Übrige
85,203968,2013,Wahlberechtigte
85,203416,2009,Wahlberechtigte
85,132817,2013,Wähler
85,128897,2009,Wähler
85,2078,2013,Ungültige
85,2496,2009,Ungültige
85,130739,2013,Gültige
85,126401,2009,Gültige
85,33552,2013,CDU
85,24563,2009,CDU
85,22341,2013,SPD
85,20336,2009,SPD
85,938,2013,FDP
85,6969,2009,FDP
85,50866,2013,DIE LINKE
85,60236,2009,DIE LINKE
85,4071,2013,GRÜNE
85,7242,2009,GRÜNE
85,3668,2013,PIRATEN
85,5540,2013,NPD
85,4725,2009,NPD
85,239,2013,BüSo
85,1564,2009,BüSo
85,6347,2013,AfD
85,1101,2013,pro Deutschland
85,717,2013,FREIE WÄHLER
85,860,2013,Die PARTEI
85,499,2013,Übrige
85,766,2009,Übrige
86,205457,2013,Wahlberechtigte
86,204766,2009,Wahlberechtigte
86,138551,2013,Wähler
86,132766,2009,Wähler
86,2259,2013,Ungültige
86,2283,2009,Ungültige
86,136292,2013,Gültige
86,130483,2009,Gültige
86,30988,2013,CDU
86,22566,2009,CDU
86,26636,2013,SPD
86,24028,2009,SPD
86,939,2013,FDP
86,5048,2009,FDP
86,54932,2013,DIE LINKE
86,61874,2009,DIE LINKE
86,5748,2013,GRÜNE
86,9652,2009,GRÜNE
86,4917,2013,PIRATEN
86,3858,2013,NPD
86,4492,2009,NPD
86,231,2013,BüSo
86,1384,2009,BüSo
86,5827,2013,AfD
86,997,2013,FREIE WÄHLER
86,1219,2013,Übrige
86,1439,2009,Übrige
56,162624,2013,Wahlberechtigte
56,171705,2009,Wahlberechtigte
56,103904,2013,Wähler
56,108017,2009,Wähler
56,2156,2013,Ungültige
56,3477,2009,Ungültige
56,101748,2013,Gültige
56,104540,2009,Gültige
56,34115,2013,CDU
56,22851,2009,CDU
56,30079,2013,SPD
56,33532,2009,SPD
56,1294,2013,FDP
56,8162,2009,FDP
56,24519,2013,DIE LINKE
56,32198,2009,DIE LINKE
56,2790,2013,GRÜNE
56,4483,2009,GRÜNE
56,2633,2013,PIRATEN
56,2826,2013,NPD
56,3314,2009,NPD
56,3492,2013,Übrige
57,160234,2013,Wahlberechtigte
57,168604,2009,Wahlberechtigte
