WK;Name;#Erst;#Zweit
166;Ungültige;2338;1932
166;Gültige;160582;160988
166;CDU;57963;49296
166;SPD;47683;35337
166;FDP;19314;28419
166;GRÜNE;24985;28349
166;DIE LINKE;8985;11823
166;NPD;1652;1318
166;REP;-;686
166;PBC;-;288
166;MLPD;-;57
166;BüSo;-;62
166;Volksabstimmung;-;239
166;ADM;-;40
166;DVU;-;71
166;DIE VIOLETTEN;-;285
166;Die Tierschutzpartei;-;958
166;ödp;-;364
166;PIRATEN;-;3396
167;Wahlberechtigte;198437;198437
167;Wähler;134143;134143
167;Ungültige;2149;1785
167;Gültige;131994;132358
167;CDU;48137;38435
167;SPD;39845;32627
167;FDP;11782;19900
167;GRÜNE;16648;18052
167;DIE LINKE;12520;14936
167;NPD;2418;1772
167;REP;-;987
167;PBC;-;238
167;MLPD;333;121
167;BüSo;-;60
167;Volksabstimmung;-;286
167;ADM;-;48
167;DVU;-;73
167;DIE VIOLETTEN;-;239
167;Die Tierschutzpartei;-;1090
167;ödp;-;236
167;PIRATEN;-;3258
167;K:Ulusoy;311;-
168;Wahlberechtigte;215910;215910
168;Wähler;153296;153296
168;Ungültige;3375;3040
168;Gültige;149921;150256
168;CDU;75337;63120
168;SPD;29977;27740
168;FDP;17199;25455
168;GRÜNE;13173;13770
168;DIE LINKE;9821;10357
168;NPD;2876;2015
168;REP;-;1415
168;PBC;-;502
168;MLPD;-;59
168;BüSo;-;98
168;Volksabstimmung;-;332
168;ADM;-;51
168;DVU;-;125
168;DIE VIOLETTEN;-;274
168;Die Tierschutzpartei;-;1139
168;ödp;1538;1156
168;PIRATEN;-;2648
169;Wahlberechtigte;195971;195971
169;Wähler;144215;144215
169;Ungültige;2928;2277
169;Gültige;141287;141938
169;CDU;59755;49922
169;SPD;35426;29356
169;FDP;17833;26191
169;GRÜNE;14952;16723
169;DIE LINKE;10596;11078
169;NPD;2725;1894
169;REP;-;979
169;PBC;-;489
169;MLPD;-;49
169;BüSo;-;65
169;Volksabstimmung;-;328
169;ADM;-;66
169;DVU;-;95
169;DIE VIOLETTEN;-;267
169;Die Tierschutzpartei;-;1060
169;ödp;-;406
169;PIRATEN;-;2970
170;Wahlberechtigte;194304;194304
170;Wähler;141401;141401
170;Ungültige;3452;2611
170;Gültige;137949;138790
170;CDU;64659;50031
170;SPD;32525;27934
170;FDP;15785;26626
170;GRÜNE;12082;14084
170;DIE LINKE;9995;10723
170;NPD;2903;1825
170;REP;-;1642
170;PBC;-;385
170;MLPD;-;65
170;BüSo;-;70
170;Volksabstimmung;-;357
170;ADM;-;48
170;DVU;-;85
170;DIE VIOLETTEN;-;254
170;Die Tierschutzpartei;-;1301
170;ödp;-;384
170;PIRATEN;-;2976
171;Wahlberechtigte;220877;220877
171;Wähler;155907;155907
171;Ungültige;3120;2805
171;Gültige;152787;153102
171;CDU;62224;52771
171;SPD;34944;30652
171;FDP;24640;30192
171;GRÜNE;15236;17556
171;DIE LINKE;10353;11279
171;NPD;3172;2029
171;REP;-;1439
171;PBC;2218;1374
171;MLPD;-;73
171;BüSo;-;67
171;Volksabstimmung;-;450
171;ADM;-;64
171;DVU;-;148
171;DIE VIOLETTEN;-;337
171;Die Tierschutzpartei;-;1211
171;ödp;-;412
171;PIRATEN;-;3048
172;Wahlberechtigte;198923;198923
172;Wähler;142812;142812
172;Ungültige;2877;2537
172;Gültige;139935;140275
172;CDU;64808;53358
172;SPD;28255;24450
172;FDP;17528;28260
172;GRÜNE;13460;14464
172;DIE LINKE;9136;9537
172;NPD;1915;1813
172;REP;2172;1955
172;PBC;2661;1698
172;MLPD;-;72
172;BüSo;-;68
172;Volksabstimmung;-;325
172;ADM;-;51
172;DVU;-;70
172;DIE VIOLETTEN;-;277
172;Die Tierschutzpartei;-;1023
172;ödp;-;464
172;PIRATEN;-;2390
173;Wahlberechtigte;210636;210636
173;Wähler;157681;157681
173;Ungültige;2537;1998
173;Gültige;155144;155683
173;CDU;44749;42224
173;SPD;51192;32691
173;FDP;12674;21887
173;GRÜNE;33878;35536
173;DIE LINKE;9675;13793
173;NPD;890;764
173;REP;1063;981
173;PBC;-;581
173;MLPD;-;88
173;BüSo;-;49
173;Volksabstimmung;-;369
173;ADM;-;56
173;DVU;-;78
173;DIE VIOLETTEN;1023;658
173;Die Tierschutzpartei;-;1165
173;ödp;-;474
173;PIRATEN;-;4289
174;Wahlberechtigte;225703;225703
174;Wähler;156692;156692
174;Ungültige;2864;2577
174;Gültige;153828;154115
174;CDU;58282;49707
174;SPD;49591;33953
174;FDP;16932;26425
174;GRÜNE;16151;23904
174;DIE LINKE;9268;10802
174;NPD;2106;1271
174;REP;-;1333
174;PBC;1498;987
174;MLPD;-;57
174;BüSo;-;55
174;Volksabstimmung;-;508
174;ADM;-;51
174;DVU;-;77
174;DIE VIOLETTEN;-;323
174;Die Tierschutzpartei;-;1124
174;ödp;-;422
174;PIRATEN;-;3116
175;Wahlberechtigte;213013;213013
175;Wähler;149482;149482
175;Ungültige;3557;3458
175;Gültige;145925;146024
175;CDU;61427;50594
175;SPD;35339;29740
175;FDP;14470;24135
175;GRÜNE;22429;21332
175;DIE LINKE;10238;11134
175;NPD;2022;1310
175;REP;-;986
175;PBC;-;584
175;MLPD;-;38
175;BüSo;-;56
175;Volksabstimmung;-;399
175;ADM;-;298
175;DVU;-;86
175;DIE VIOLETTEN;-;355
175;Die Tierschutzpartei;-;1425
175;ödp;-;523
175;PIRATEN;-;3029
176;Wahlberechtigte;204619;204619
176;Wähler;141835;141835
176;Ungültige;3305;3164
176;Gültige;138530;138671
176;CDU;65336;52083
176;SPD;27052;24662
176;FDP;15454;24887
176;GRÜNE;17460;18247
176;DIE LINKE;10129;10742
176;NPD;2069;1506
176;REP;-;914
176;PBC;-;444
176;MLPD;-;42
176;BüSo;-;75
176;Volksabstimmung;-;453
176;ADM;-;93
176;DVU;-;97
176;DIE VIOLETTEN;-;417
176;Die Tierschutzpartei;-;974
176;ödp;-;430
176;PIRATEN;-;2605
176;K:Hense;594;-
176;K:Sälinger;264;-
176;K:Eckert;172;-
177;Wahlberechtigte;200726;200726
177;Wähler;141391;141391
177;Ungültige;3816;3024
177;Gültige;137575;138367
177;CDU;66104;53547
177;SPD;22388;22550
177;FDP;24395;30249
177;GRÜNE;11503;12924
177;DIE LINKE;8140;8753
177;NPD;3006;2298
177;REP;-;1126
177;PBC;-;782
177;MLPD;-;45
177;BüSo;-;110
177;Volksabstimmung;-;502
177;ADM;-;140
177;DVU;-;131
177;DIE VIOLETTEN;-;294
177;Die Tierschutzpartei;-;1022
177;ödp;2039;1498
177;PIRATEN;-;2396
178;Wahlberechtigte;167458;167458
178;Wähler;117355;117355
178;Ungültige;2983;2618
178;Gültige;114372;114737
178;CDU;54172;41694
178;SPD;21835;20374
178;FDP;15292;23812
178;GRÜNE;13034;13344
178;DIE LINKE;7158;7837
178;NPD;2881;1978
178;REP;-;553
178;PBC;-;694
178;MLPD;-;80
178;BüSo;-;61
178;Volksabstimmung;-;287
178;ADM;-;166
178;DVU;-;100
178;DIE VIOLETTEN;-;254
178;Die Tierschutzpartei;-;937
178;ödp;-;455
178;PIRATEN;-;2111
179;Wahlberechtigte;197671;197671
179;Wähler;140167;140167
179;Ungültige;2793;2480
179;Gültige;137374;137687
179;CDU;59256;43844
179;SPD;29713;26047
179;FDP;20335;29372
179;GRÜNE;17439;20482
179;DIE LINKE;8943;9344
179;NPD;1688;1309
179;REP;-;533
179;PBC;-;419
179;MLPD;-;62
179;BüSo;-;60
179;Volksabstimmung;-;490
179;ADM;-;116
179;DVU;-;83
179;DIE VIOLETTEN;-;444
179;Die Tierschutzpartei;-;1319
179;ödp;-;465
179;PIRATEN;-;3298
180;Wahlberechtigte;177784;177784
180;Wähler;125418;125418
180;Ungültige;2689;2066
180;Gültige;122729;123352
180;CDU;50967;45201
180;SPD;35026;23058
180;FDP;13686;22993
180;GRÜNE;13091;16971
180;DIE LINKE;7100;7765
180;NPD;1667;941
180;REP;-;1190
180;PBC;-;574
180;MLPD;-;38
180;BüSo;-;67
180;Volksabstimmung;-;370
180;ADM;-;48
180;DVU;-;74
180;DIE VIOLETTEN;-;338
180;Die Tierschutzpartei;-;869
180;ödp;843;611
180;PIRATEN;-;2244
180;K:Greb;349;-
181;Wahlberechtigte;198466;198466
181;Wähler;145837;145837
181;Ungültige;3394;2562
181;Gültige;142443;143275
181;CDU;60753;48400
181;SPD;31395;25770
181;FDP;18203;28740
181;GRÜNE;19871;21392
181;DIE LINKE;8452;10060
181;NPD;2491;1820
181;REP;-;1283
181;PBC;-;585
181;MLPD;491;190
181;BüSo;-;75
181;Volksabstimmung;-;466
181;ADM;-;81
181;DVU;-;96
181;DIE VIOLETTEN;-;264
181;Die Tierschutzpartei;-;854
181;ödp;-;406
181;PIRATEN;-;2793
181;K:Matheis;436;-
181;K:Gagliardi;351;-
182;Wahlberechtigte;189559;189559
182;Wähler;143896;143896
182;Ungültige;2199;1855
182;Gültige;141697;142041
182;CDU;55188;43603
182;SPD;28501;26823
182;FDP;13680;24233
182;GRÜNE;30560;26939
182;DIE LINKE;9801;11185
182;NPD;2078;1452
182;REP;-;1122
182;PBC;-;525
182;MLPD;-;140
182;BüSo;-;63
182;Volksabstimmung;-;372
182;ADM;-;42
182;DVU;-;73
182;DIE VIOLETTEN;-;318
182;Die Tierschutzpartei;-;870
182;ödp;814;633
182;PIRATEN;-;3648
182;K:Schade;1075;-
183;Wahlberechtigte;218867;218867
183;Wähler;161673;161673
183;Ungültige;3268;2566
183;Gültige;158405;159107
183;CDU;67798;57158
183;SPD;35875;28426
183;FDP;18273;28708
183;GRÜNE;21477;22889
183;DIE LINKE;9605;10644
183;NPD;2510;1792
183;REP;-;1210
183;PBC;-;646
183;MLPD;309;161
183;BüSo;-;97
183;Volksabstimmung;-;525
183;ADM;-;77
183;DVU;-;130
183;DIE VIOLETTEN;-;392
183;Die Tierschutzpartei;-;1087
183;ödp;-;859
183;PIRATEN;-;4306
183;K:Beier;2329;-
183;K:Schönbeck;229;-
184;Wahlberechtigte;162508;162508
184;Wähler;117289;117289
184;Ungültige;3263;2303
184;Gültige;114026;114986
184;CDU;48662;49688
184;SPD;26275;15742
184;FDP;17233;21665
184;GRÜNE;11176;12524
184;DIE LINKE;6117;6636
184;NPD;2389;1401
184;REP;-;1289
184;PBC;-;413
184;MLPD;-;40
184;BüSo;-;77
184;Volksabstimmung;-;382
184;ADM;-;60
184;DVU;-;100
184;DIE VIOLETTEN;-;277
184;Die Tierschutzpartei;-;879
184;ödp;1760;1536
184;PIRATEN;-;2277
184;K:Baer;414;-
185;Wahlberechtigte;167789;167789
185;Wähler;122655;122655
185;Ungültige;2181;1767
185;Gültige;120474;120888
185;CDU;54169;44205
185;SPD;23587;20080
185;FDP;16521;24483
185;GRÜNE;17349;16962
185;DIE LINKE;7077;7775
185;NPD;1771;1277
185;REP;-;628
185;PBC;-;344
185;MLPD;-;57
185;BüSo;-;57
185;Volksabstimmung;-;402
185;ADM;-;148
185;DVU;-;67
185;DIE VIOLETTEN;-;444
185;Die Tierschutzpartei;-;813
185;ödp;-;705
185;PIRATEN;-;2441
186;Wahlberechtigte;181362;181362
186;Wähler;130128;130128
186;Ungültige;3110;1966
186;Gültige;127018;128162
186;CDU;56931;48146
186;SPD;22530;19969
186;FDP;17946;23997
186;GRÜNE;18639;18408
186;DIE LINKE;7918;8428
186;NPD;2006;1250
186;REP;-;944
186;PBC;-;493
186;MLPD;-;74
186;BüSo;-;86
186;Volksabstimmung;-;480
186;ADM;-;115
186;DVU;-;76
186;DIE VIOLETTEN;-;444
186;Die Tierschutzpartei;-;883
186;ödp;-;1965
186;PIRATEN;-;2404
186;K:Scheinert;1048;-
187;Wahlberechtigte;185890;185890
187;Wähler;130436;130436
187;Ungültige;3243;2621
187;Gültige;127193;127815
187;CDU;62858;49774
187;SPD;21695;20001
187;FDP;17220;27454
187;GRÜNE;11802;12571
187;DIE LINKE;8292;8763
187;NPD;2895;2036
187;REP;-;1527
187;PBC;-;600
187;MLPD;-;137
187;BüSo;-;65
187;Volksabstimmung;-;385
187;ADM;-;86
187;DVU;-;114
187;DIE VIOLETTEN;-;297
187;Die Tierschutzpartei;-;956
187;ödp;-;572
187;PIRATEN;-;2477
187;K:Löffler;2431;-
188;Wahlberechtigte;166775;166775
188;Wähler;112507;112507
188;Ungültige;1738;1221
188;Gültige;110769;111286
188;CSU;67284;57712
188;SPD;16724;14831
188;FDP;9508;13992
188;GRÜNE;8477;8923
188;DIE LINKE;5362;5641
188;NPD;2045;1347
188;REP;-;1086
188;FAMILIE;-;789
188;BP;-;1297
188;PBC;-;99
188;BüSo;1369;309
188;MLPD;-;20
188;CM;-;143
188;DVU;-;63
188;DIE VIOLETTEN;-;251
188;Die Tierschutzpartei;-;650
188;ödp;-;1517
188;PIRATEN;-;1896
188;RRP;-;720
189;Wahlberechtigte;185961;185961
189;Wähler;140360;140360
189;Ungültige;2228;1157
189;Gültige;138132;139203
189;CSU;67518;61088
189;SPD;24402;19106
189;FDP;16433;22094
189;GRÜNE;17573;17458
189;DIE LINKE;6073;6265
189;NPD;1837;1018
189;REP;-;1711
189;FAMILIE;-;996
189;BP;-;1434
189;PBC;-;91
189;BüSo;-;54
189;MLPD;-;35
189;CM;-;114
189;DVU;-;60
189;DIE VIOLETTEN;-;289
189;Die Tierschutzpartei;-;959
189;ödp;3969;2453
189;PIRATEN;-;2562
189;RRP;-;1416
189;K:Porray;327;-
190;Wahlberechtigte;205531;205531
190;Wähler;149717;149717
190;Ungültige;2123;1198
190;Gültige;147594;148519
190;CSU;69229;66336
190;SPD;20791;19915
190;FDP;19711;21848
190;GRÜNE;25408;18400
190;DIE LINKE;8247;8120
190;NPD;2558;1808
190;REP;-;900
190;FAMILIE;-;1021
190;BP;-;1400
190;PBC;-;155
190;BüSo;-;43
190;MLPD;-;31
190;CM;-;119
190;DVU;-;66
190;DIE VIOLETTEN;-;327
190;Die Tierschutzpartei;-;988
190;ödp;-;1878
190;PIRATEN;-;3583
190;RRP;1650;1581
191;Wahlberechtigte;249131;249131
191;Wähler;190298;190298
191;Ungültige;2171;1570
191;Gültige;188127;188728
191;CSU;91947;80517
191;SPD;35851;29734
191;FDP;20997;30319
191;GRÜNE;20344;23583
191;DIE LINKE;7311;8969
191;NPD;2053;1536
191;REP;-;895
191;FAMILIE;-;1086
191;BP;3172;2027
191;PBC;-;157
191;BüSo;-;74
191;MLPD;-;37
191;CM;-;141
191;DVU;-;105
191;DIE VIOLETTEN;-;417
191;Die Tierschutzpartei;-;1350
191;ödp;3197;1902
191;PIRATEN;-;3649
191;RRP;2462;2230
191;K:Acker;793;-
192;Wahlberechtigte;252615;252615
192;Wähler;176318;176318
192;Ungültige;2441;1617
192;Gültige;173877;174701
192;CSU;99482;86686
192;SPD;26825;26877
192;FDP;14151;21566
192;GRÜNE;14174;14283
192;DIE LINKE;10936;10717
192;NPD;3308;2588
192;REP;-;1269
192;FAMILIE;-;1157
192;BP;-;1351
192;PBC;-;227
192;BüSo;661;120
192;MLPD;-;34
192;CM;-;146
192;DVU;-;86
192;DIE VIOLETTEN;-;228
192;Die Tierschutzpartei;-;999
192;ödp;3874;2327
192;PIRATEN;-;3448
192;RRP;-;592
192;K:Franzke;466;-
193;Wahlberechtigte;220785;220785
193;Wähler;158045;158045
193;Ungültige;1459;1123
193;Gültige;156586;156922
193;CSU;57161;48622
193;SPD;55691;31067
193;FDP;15766;28189
193;GRÜNE;15307;27405
193;DIE LINKE;7773;10705
193;NPD;1531;1117
193;REP;-;482
193;FAMILIE;-;461
193;BP;-;751
193;PBC;-;96
193;BüSo;217;95
193;MLPD;123;70
193;CM;-;85
193;DVU;-;73
193;DIE VIOLETTEN;-;306
193;Die Tierschutzpartei;-;1019
193;ödp;1732;1283
193;PIRATEN;-;4164
193;RRP;-;932
193;K:Utz;1285;-
194;Wahlberechtigte;231017;231017
194;Wähler;170334;170334
194;Ungültige;1469;1028
194;Gültige;168865;169306
194;CSU;61412;55854
194;SPD;44917;32109
194;FDP;24022;31531
194;GRÜNE;21722;27466
194;DIE LINKE;9109;10996
194;NPD;1286;1038
194;REP;-;439
194;FAMILIE;-;546
194;BP;1574;1079
194;PBC;-;106
194;BüSo;221;127
194;MLPD;-;51
194;CM;-;83
194;DVU;-;74
194;DIE VIOLETTEN;-;352
194;Die Tierschutzpartei;-;1099
194;ödp;2147;1283
194;PIRATEN;-;3715
194;RRP;1616;1358
194;K:Karcher;839;-
195;Wahlberechtigte;211617;211617
195;Wähler;155666;155666
195;Ungültige;1546;1000
195;Gültige;154120;154666
195;CSU;58849;51064
195;SPD;43835;30403
195;FDP;17033;25600
195;GRÜNE;20507;26219
195;DIE LINKE;8266;10603
195;NPD;1289;1073
195;REP;-;503
195;FAMILIE;-;493
195;BP;-;813
195;PBC;-;153
195;BüSo;460;148
195;MLPD;-;54
195;CM;-;111
195;DVU;-;63
195;DIE VIOLETTEN;-;325
195;Die Tierschutzpartei;-;1005
195;ödp;2097;1236
195;PIRATEN;-;3624
195;RRP;-;1176
195;K:Frank;617;-
195;K:Steinmeyer;1167;-
196;Wahlberechtigte;231682;231682
196;Wähler;173138;173138
196;Ungültige;1561;1086
196;Gültige;171577;172052
196;CSU;63075;53814
196;SPD;47101;32308
196;FDP;20442;29355
196;GRÜNE;24967;33340
196;DIE LINKE;9665;11587
196;NPD;1413;1029
196;REP;-;498
196;FAMILIE;-;528
196;BP;-;929
196;PBC;-;160
196;BüSo;412;140
196;MLPD;-;33
196;CM;-;117
196;DVU;-;69
196;DIE VIOLETTEN;-;361
196;Die Tierschutzpartei;-;1120
196;ödp;2623;1550
196;PIRATEN;-;4045
196;RRP;-;1069
196;K:Mertel;248;-
196;K:Blechschmidt;979;-
196;K:Landhauer;652;-
197;Wahlberechtigte;233952;233952
197;Wähler;185115;185115
197;Ungültige;1716;1110
197;Gültige;183399;184005
197;CSU;83856;73273
197;SPD;35805;30776
197;FDP;24634;36208
197;GRÜNE;24386;23433
197;DIE LINKE;6914;8318
197;NPD;1480;1099
197;REP;-;775
197;FAMILIE;1975;1099
197;BP;-;1016
197;PBC;-;102
197;BüSo;-;57
197;MLPD;-;20
197;CM;-;78
197;DVU;-;86
197;DIE VIOLETTEN;-;322
197;Die Tierschutzpartei;-;1084
197;ödp;2027;1467
197;PIRATEN;-;3358
197;RRP;1636;1434
197;Freie Union;686;-
198;Wahlberechtigte;226483;226483
198;Wähler;161912;161912
198;Ungültige;2087;1544
198;Gültige;159825;160368
198;CSU;82305;74860
198;SPD;23041;20380
198;FDP;14745;23226
198;GRÜNE;19499;18258
198;DIE LINKE;5967;7074
198;NPD;1172;1186
198;REP;3455;2960
198;FAMILIE;-;926
198;BP;3612;2659
198;PBC;-;149
198;BüSo;375;193
198;MLPD;-;34
198;CM;-;195
198;DVU;-;73
198;DIE VIOLETTEN;-;455
198;Die Tierschutzpartei;-;966
198;ödp;3905;2669
198;PIRATEN;-;2503
198;RRP;1749;1602
199;Wahlberechtigte;251039;251039
199;Wähler;190092;190092
199;Ungültige;2523;1494
199;Gültige;187569;188598
199;CSU;101261;83545
199;SPD;29651;24158
199;FDP;27350;36046
199;GRÜNE;19809;23110
199;DIE LINKE;7215;7705
199;NPD;2283;1455
199;REP;-;804
199;FAMILIE;-;946
199;BP;-;1995
199;PBC;-;143
199;BüSo;-;73
199;MLPD;-;33
199;CM;-;164
199;DVU;-;106
199;DIE VIOLETTEN;-;531
199;Die Tierschutzpartei;-;1214
199;ödp;-;1765
199;PIRATEN;-;2724
199;RRP;-;2081
200;Wahlberechtigte;205115;205115
200;Wähler;142584;142584
200;Ungültige;1966;1402
200;Gültige;140618;141182
200;CSU;76741;68886
200;SPD;21406;17747
200;FDP;10142;18243
200;GRÜNE;16188;16341
200;DIE LINKE;6156;7122
200;NPD;2063;1641
200;REP;-;1420
200;FAMILIE;-;727
200;BP;2860;2163
200;PBC;-;245
200;BüSo;608;139
200;MLPD;-;16
200;CM;-;249
200;DVU;-;71
200;DIE VIOLETTEN;-;325
200;Die Tierschutzpartei;-;864
200;ödp;2409;1927
200;PIRATEN;-;1868
200;RRP;1296;1188
200;Freie Union;749;-
201;Wahlberechtigte;249153;249153
201;Wähler;183832;183832
201;Ungültige;2439;1704
201;Gültige;181393;182128
201;CSU;94302;83058
201;SPD;25894;23512
201;FDP;19076;28911
201;GRÜNE;21516;20871
201;DIE LINKE;7568;8897
201;NPD;1883;1501
201;REP;-;835
201;FAMILIE;-;1257
201;BP;3399;2740
201;PBC;-;219
201;BüSo;-;57
201;MLPD;-;28
201;CM;-;193
201;DVU;-;91
201;DIE VIOLETTEN;-;489
201;Die Tierschutzpartei;-;1128
201;ödp;4511;3277
201;PIRATEN;-;3098
201;RRP;1921;1966
201;K:Siade;598;-
201;K:Herz;725;-
202;Wahlberechtigte;154767;154767
202;Wähler;94922;94922
202;Ungültige;1524;1049
202;Gültige;93398;93873
202;CSU;49398;43628
202;SPD;15336;13611
202;FDP;11065;13485
202;GRÜNE;6717;6189
202;DIE LINKE;6851;7536
202;NPD;3039;2190
202;REP;-;1449
202;FAMILIE;-;686
202;BP;-;1213
202;PBC;-;110
202;BüSo;-;25
202;MLPD;-;17
202;CM;-;112
202;DVU;-;46
202;DIE VIOLETTEN;-;187
202;Die Tierschutzpartei;-;537
202;ödp;-;1178
202;PIRATEN;-;1160
202;RRP;-;514
202;Freie Union;992;-
203;Wahlberechtigte;246833;246833
203;Wähler;171065;171065
203;Ungültige;2818;1584
203;Gültige;168247;169481
203;CSU;84953;82466
203;SPD;25337;23634
203;FDP;22940;24031
203;GRÜNE;17133;15002
203;DIE LINKE;9362;9554
203;NPD;3295;2373
203;REP;-;1373
203;FAMILIE;-;1152
203;BP;-;1397
203;PBC;-;130
203;BüSo;-;41
203;MLPD;-;28
203;CM;-;155
203;DVU;-;80
203;DIE VIOLETTEN;1176;710
203;Die Tierschutzpartei;-;1172
203;ödp;4051;2635
203;PIRATEN;-;2843
203;RRP;-;705
204;Wahlberechtigte;186068;186068
204;Wähler;118249;118249
204;Ungültige;1536;1124
204;Gültige;116713;117125
204;CSU;54275;52476
204;SPD;16573;17773
204;FDP;22069;18202
204;GRÜNE;8767;9054
204;DIE LINKE;9217;9198
204;NPD;2600;2077
204;REP;-;792
204;FAMILIE;-;789
204;BP;-;912
204;PBC;-;100
204;BüSo;-;40
204;MLPD;-;18
204;CM;-;116
204;DVU;-;72
204;DIE VIOLETTEN;-;226
204;Die Tierschutzpartei;-;723
204;ödp;3212;2392
204;PIRATEN;-;1618
204;RRP;-;547
205;Wahlberechtigte;162109;162109
205;Wähler;104487;104487
205;Ungültige;2052;1227
205;Gültige;102435;103260
205;CSU;54904;51702
205;SPD;17920;14151
205;FDP;10305;14359
205;GRÜNE;5828;6786
205;DIE LINKE;4868;5742
205;NPD;1743;1761
205;REP;1719;1388
205;FAMILIE;-;674
205;BP;-;1140
205;PBC;-;59
205;BüSo;522;124
205;MLPD;-;20
205;CM;-;157
205;DVU;-;54
205;DIE VIOLETTEN;-;194
205;Die Tierschutzpartei;-;599
205;ödp;4626;2472
205;PIRATEN;-;1392
205;RRP;-;486
206;Wahlberechtigte;173068;173068
206;Wähler;112708;112708
206;Ungültige;1621;1345
206;Gültige;111087;111363
206;CSU;61572;55844
206;SPD;24922;15817
206;FDP;8650;15232
206;GRÜNE;4372;5925
206;DIE LINKE;5410;7257
206;NPD;2519;2085
206;REP;-;1258
206;FAMILIE;-;772
206;BP;-;1232
206;PBC;-;69
206;BüSo;-;28
206;MLPD;-;13
206;CM;-;93
206;DVU;-;47
206;DIE VIOLETTEN;-;171
206;Die Tierschutzpartei;-;629
206;ödp;3040;2831
206;PIRATEN;-;1526
206;RRP;-;534
206;K:Kanneder;602;-
207;Wahlberechtigte;214616;214616
207;Wähler;153659;153659
207;Ungültige;3314;1680
207;Gültige;150345;151979
207;CSU;71148;68586
207;SPD;30587;25606
207;FDP;18922;19418
207;GRÜNE;13833;12807
207;DIE LINKE;10544;10629
207;NPD;3818;2839
207;REP;-;913
207;FAMILIE;-;1284
207;BP;-;1026
207;PBC;-;234
207;BüSo;-;62
207;MLPD;-;37
207;CM;-;198
207;DVU;-;105
207;DIE VIOLETTEN;-;213
207;Die Tierschutzpartei;-;965
207;ödp;-;2083
207;PIRATEN;-;3686
207;RRP;1493;1288
208;Wahlberechtigte;243083;243083
208;Wähler;171002;171002
208;Ungültige;1933;1455
208;Gültige;169069;169547
208;CSU;75653;72120
208;SPD;35207;29375
208;FDP;21618;22998
208;GRÜNE;14784;18343
208;DIE LINKE;10514;11453
208;NPD;2753;2297
208;REP;-;1100
208;FAMILIE;-;1037
208;BP;-;1078
208;PBC;-;153
208;BüSo;-;68
208;MLPD;-;40
208;CM;-;129
208;DVU;-;101
208;DIE VIOLETTEN;-;430
208;Die Tierschutzpartei;-;1316
208;ödp;4410;2772
208;PIRATEN;2903;3566
208;RRP;1227;1171
209;Wahlberechtigte;216044;216044
209;Wähler;143939;143939
209;Ungültige;2151;1957
209;Gültige;141788;141982
209;CSU;72791;66951
209;SPD;34321;24828
209;FDP;11058;16553
209;GRÜNE;6423;8580
209;DIE LINKE;9396;11310
209;NPD;3463;3020
209;REP;-;1185
209;FAMILIE;-;1225
209;BP;-;1288
209;PBC;-;159
209;BüSo;-;49
209;MLPD;-;22
209;CM;-;226
209;DVU;-;94
209;DIE VIOLETTEN;-;191
209;Die Tierschutzpartei;-;966
209;ödp;2830;2305
209;PIRATEN;-;2269
209;RRP;-;761
209;K:Kiehl;556;-
209;K:Späth;950;-
210;Wahlberechtigte;172011;172011
210;Wähler;124026;124026
210;Ungültige;1859;2270
210;Gültige;122167;121756
210;CSU;54891;54009
210;SPD;24261;24467
210;FDP;8664;14272
210;GRÜNE;6031;8060
210;DIE LINKE;6567;9093
210;NPD;2994;3071
210;REP;-;693
210;FAMILIE;-;1132
210;BP;-;1054
210;PBC;-;108
210;BüSo;-;33
210;MLPD;-;21
210;CM;-;222
210;DVU;-;59
210;DIE VIOLETTEN;-;176
210;Die Tierschutzpartei;-;872
210;ödp;1563;1565
210;PIRATEN;-;2207
210;RRP;-;642
210;K:Dippel;17196;-
211;Wahlberechtigte;177197;177197
211;Wähler;129049;129049
211;Ungültige;1563;1170
211;Gültige;127486;127879
211;CSU;62548;57433
211;SPD;26044;19553
211;FDP;13590;17523
211;GRÜNE;11726;13512
211;DIE LINKE;7601;8316
211;NPD;1899;1759
211;REP;2213;1937
211;FAMILIE;-;1061
211;BP;1562;770
211;PBC;-;188
211;BüSo;-;33
211;MLPD;-;58
211;CM;-;138
211;DVU;-;55
211;DIE VIOLETTEN;-;244
211;Die Tierschutzpartei;-;790
211;ödp;-;754
211;PIRATEN;-;3041
211;RRP;-;714
211;K:Lamprecht;303;-
212;Wahlberechtigte;164344;164344
212;Wähler;117290;117290
212;Ungültige;1654;974
212;Gültige;115636;116316
212;CSU;58848;51124
212;SPD;23920;22018
212;FDP;9898;16066
212;GRÜNE;13096;10937
212;DIE LINKE;6318;6865
212;NPD;1701;1593
212;REP;1855;1520
212;FAMILIE;-;818
212;BP;-;414
212;PBC;-;293
212;BüSo;-;30
212;MLPD;-;20
212;CM;-;131
212;DVU;-;50
212;DIE VIOLETTEN;-;181
212;Die Tierschutzpartei;-;690
212;ödp;-;595
212;PIRATEN;-;2401
212;RRP;-;570
213;Wahlberechtigte;162834;162834
213;Wähler;115851;115851
213;Ungültige;1784;1272
213;Gültige;114067;114579
213;CSU;55174;49248
213;SPD;28882;26869
213;FDP;8805;13398
213;GRÜNE;9380;8707
213;DIE LINKE;7475;8116
213;NPD;2775;2384
213;REP;-;614
213;FAMILIE;-;711
213;BP;-;261
213;PBC;-;231
