WK;Name;#Erst;#Zweit
61;BüSo;-;15
61;DVU;-;69
61;ödp;-;149
61;PIRATEN;-;2445
61;RRP;-;163
61;RENTNER;-;331
62;Wahlberechtigte;211963;211963
62;Wähler;150609;150609
62;Ungültige;2389;2173
62;Gültige;148220;148436
62;SPD;41165;35604
62;CDU;71759;56807
62;FDP;12990;25007
62;GRÜNE;10066;12826
62;DIE LINKE;9599;11070
62;NPD;1734;1317
62;Die Tierschutzpartei;-;977
62;FAMILIE;-;905
62;REP;-;380
62;Volksabstimmung;-;193
62;MLPD;-;16
62;PSG;-;22
62;ZENTRUM;-;79
62;BüSo;-;36
62;DVU;-;119
62;ödp;458;264
62;PIRATEN;-;2035
62;RRP;-;228
62;RENTNER;-;551
62;K:Grabowski;449;-
63;Wahlberechtigte;215582;215582
63;Wähler;166669;166669
63;Ungültige;1598;1541
63;Gültige;165071;165128
63;SPD;43992;38415
63;CDU;82523;58572
63;FDP;14198;31480
63;GRÜNE;13745;18582
63;DIE LINKE;8561;10832
63;NPD;1643;1227
63;Die Tierschutzpartei;-;1111
63;FAMILIE;-;725
63;REP;-;353
63;Volksabstimmung;-;197
63;MLPD;-;30
63;PSG;-;18
63;ZENTRUM;-;87
63;BüSo;-;47
63;DVU;-;94
63;ödp;-;177
63;PIRATEN;-;2346
63;RRP;-;292
63;RENTNER;-;543
63;K:Weber;409;-
64;Wahlberechtigte;213303;213303
64;Wähler;146460;146460
64;Ungültige;2044;1605
64;Gültige;144416;144855
64;SPD;53517;40982
64;CDU;51242;43188
64;FDP;11332;20670
64;GRÜNE;13386;18064
64;DIE LINKE;11723;13715
64;NPD;2364;1815
64;Die Tierschutzpartei;-;1039
64;FAMILIE;-;712
64;REP;-;448
64;Volksabstimmung;-;153
64;MLPD;323;180
64;PSG;-;29
64;ZENTRUM;-;76
64;BüSo;-;42
64;DVU;-;92
64;ödp;-;160
64;PIRATEN;-;2578
64;RRP;-;292
64;RENTNER;-;620
64;K:Dieckmann J;529;-
65;Wahlberechtigte;216614;216614
65;Wähler;145089;145089
65;Ungültige;2101;1915
65;Gültige;142988;143174
65;SPD;51180;39244
65;CDU;49021;40972
65;FDP;11852;19458
65;GRÜNE;13308;18285
65;DIE LINKE;15003;16743
65;NPD;2337;1537
65;Die Tierschutzpartei;-;1009
65;FAMILIE;-;629
65;REP;-;1098
65;Volksabstimmung;-;169
65;MLPD;287;114
65;PSG;-;27
65;ZENTRUM;-;56
65;BüSo;-;25
65;DVU;-;78
65;ödp;-;128
65;PIRATEN;-;2880
65;RRP;-;189
65;RENTNER;-;533
66;Wahlberechtigte;229927;229927
66;Wähler;162192;162192
66;Ungültige;2157;1794
66;Gültige;160035;160398
66;SPD;54910;42869
66;CDU;62365;51248
66;FDP;13940;26079
66;GRÜNE;12956;16357
66;DIE LINKE;13418;15057
66;NPD;2446;1668
66;Die Tierschutzpartei;-;1103
66;FAMILIE;-;819
66;REP;-;664
66;Volksabstimmung;-;193
66;MLPD;-;91
66;PSG;-;26
66;ZENTRUM;-;102
66;BüSo;-;44
66;DVU;-;139
66;ödp;-;157
66;PIRATEN;-;2891
66;RRP;-;223
66;RENTNER;-;668
67;Wahlberechtigte;204450;204450
67;Wähler;150715;150715
67;Ungültige;1709;1613
67;Gültige;149006;149102
67;SPD;50319;36767
67;CDU;66300;52053
67;FDP;11674;27081
67;GRÜNE;10611;15404
67;DIE LINKE;8412;10411
67;NPD;1690;1218
67;Die Tierschutzpartei;-;960
67;FAMILIE;-;785
67;REP;-;628
67;Volksabstimmung;-;164
67;MLPD;-;32
67;PSG;-;21
67;ZENTRUM;-;84
67;BüSo;-;48
67;DVU;-;69
67;ödp;-;123
67;PIRATEN;-;2401
67;RRP;-;257
67;RENTNER;-;596
68;Wahlberechtigte;168402;168402
68;Wähler;122690;122690
68;Ungültige;1541;1261
68;Gültige;121149;121429
68;SPD;43173;32740
68;CDU;48276;40999
68;FDP;11332;20574
68;GRÜNE;8447;11350
68;DIE LINKE;8418;9839
68;NPD;1503;1061
68;Die Tierschutzpartei;-;756
68;FAMILIE;-;596
68;REP;-;467
68;Volksabstimmung;-;122
68;MLPD;-;28
68;PSG;-;20
68;ZENTRUM;-;94
68;BüSo;-;28
68;DVU;-;84
68;ödp;-;95
68;PIRATEN;-;1955
68;RRP;-;199
68;RENTNER;-;422
69;Wahlberechtigte;218215;218215
69;Wähler;159600;159600
69;Ungültige;1586;1214
69;Gültige;158014;158386
69;SPD;45125;35625
69;CDU;68749;52747
69;FDP;16472;31626
69;GRÜNE;15894;19967
69;DIE LINKE;10266;11962
69;NPD;1304;804
69;Die Tierschutzpartei;-;876
69;FAMILIE;-;405
69;REP;-;734
69;Volksabstimmung;-;114
69;MLPD;204;71
69;PSG;-;28
69;ZENTRUM;-;90
69;BüSo;-;38
69;DVU;-;47
69;ödp;-;104
69;PIRATEN;-;2554
69;RRP;-;155
69;RENTNER;-;439
70;Wahlberechtigte;195910;195910
70;Wähler;134823;134823
70;Ungültige;1690;1328
70;Gültige;133133;133495
70;SPD;44295;34873
70;CDU;50233;40906
70;FDP;10758;20625
70;GRÜNE;13137;16897
70;DIE LINKE;12948;13244
70;NPD;1560;900
70;Die Tierschutzpartei;-;841
70;FAMILIE;-;511
70;REP;-;1002
70;Volksabstimmung;-;119
70;MLPD;202;64
70;PSG;-;23
70;ZENTRUM;-;89
70;BüSo;-;28
70;DVU;-;63
70;ödp;-;108
70;PIRATEN;-;2499
70;RRP;-;208
70;RENTNER;-;495
71;Wahlberechtigte;213950;213950
71;Wähler;149942;149942
71;Ungültige;1966;1695
71;Gültige;147976;148247
71;SPD;43614;36812
71;CDU;70787;55419
71;FDP;12763;25944
71;GRÜNE;9935;12133
71;DIE LINKE;8709;9755
71;NPD;2168;1543
71;Die Tierschutzpartei;-;989
71;FAMILIE;-;813
71;REP;-;530
71;Volksabstimmung;-;133
71;MLPD;-;30
71;PSG;-;22
71;ZENTRUM;-;509
71;BüSo;-;22
71;DVU;-;85
71;ödp;-;107
71;PIRATEN;-;2556
71;RRP;-;242
71;RENTNER;-;603
72;Wahlberechtigte;194294;194294
72;Wähler;124190;124190
72;Ungültige;1774;1444
72;Gültige;122416;122746
72;SPD;33852;30018
72;CDU;55784;43020
72;FDP;11573;22148
72;GRÜNE;10162;10876
72;DIE LINKE;9233;10241
72;NPD;1569;1231
72;Die Tierschutzpartei;-;906
72;FAMILIE;-;526
72;REP;-;301
72;Volksabstimmung;-;104
72;MLPD;-;31
72;PSG;-;19
72;ZENTRUM;-;259
72;BüSo;-;20
72;DVU;-;49
72;ödp;-;84
72;PIRATEN;-;2191
72;RRP;-;196
72;RENTNER;-;526
72;K:Dennhoven;243;-
73;Wahlberechtigte;204291;204291
73;Wähler;149731;149731
73;Ungültige;1695;1473
73;Gültige;148036;148258
73;SPD;43087;35551
73;CDU;62639;53252
73;FDP;18168;28625
73;GRÜNE;12043;13867
73;DIE LINKE;8641;10016
73;NPD;1358;1012
73;Die Tierschutzpartei;-;926
73;FAMILIE;2100;1028
73;REP;-;345
73;Volksabstimmung;-;121
73;MLPD;-;44
73;PSG;-;20
73;ZENTRUM;-;285
73;BüSo;-;32
73;DVU;-;60
73;ödp;-;90
73;PIRATEN;-;2267
73;RRP;-;195
73;RENTNER;-;522
74;Wahlberechtigte;227805;227805
74;Wähler;164366;164366
74;Ungültige;1990;1658
74;Gültige;162376;162708
74;SPD;41691;36743
74;CDU;79359;61723
74;FDP;15755;30071
74;GRÜNE;12633;14433
74;DIE LINKE;11102;11935
74;NPD;1836;1428
74;Die Tierschutzpartei;-;1269
74;FAMILIE;-;840
74;REP;-;302
74;Volksabstimmung;-;133
74;MLPD;-;22
74;PSG;-;25
74;ZENTRUM;-;106
74;BüSo;-;22
74;DVU;-;78
74;ödp;-;130
74;PIRATEN;-;2554
74;RRP;-;171
74;RENTNER;-;723
75;Wahlberechtigte;226029;226029
75;Wähler;158453;158453
75;Ungültige;2128;1714
75;Gültige;156325;156739
75;SPD;46290;36810
75;CDU;76480;66161
75;FDP;14620;25249
75;GRÜNE;10148;12355
75;DIE LINKE;8787;9566
75;NPD;-;1045
75;Die Tierschutzpartei;-;974
75;FAMILIE;-;819
75;REP;-;299
75;Volksabstimmung;-;115
75;MLPD;-;25
75;PSG;-;15
75;ZENTRUM;-;90
75;BüSo;-;29
75;DVU;-;95
75;ödp;-;138
75;PIRATEN;-;2277
75;RRP;-;166
75;RENTNER;-;511
76;Wahlberechtigte;207451;207451
76;Wähler;151261;151261
76;Ungültige;1740;1553
76;Gültige;149521;149708
76;SPD;57225;48139
76;CDU;57576;49564
76;FDP;10624;19441
76;GRÜNE;9873;12853
76;DIE LINKE;11071;12676
76;NPD;1569;1323
76;Die Tierschutzpartei;-;969
76;FAMILIE;1583;923
76;REP;-;395
76;Volksabstimmung;-;97
76;MLPD;-;30
76;PSG;-;15
76;ZENTRUM;-;86
76;BüSo;-;28
76;DVU;-;87
76;ödp;-;114
76;PIRATEN;-;2335
76;RRP;-;187
76;RENTNER;-;446
77;Wahlberechtigte;182878;182878
77;Wähler;129601;129601
77;Ungültige;1681;1412
77;Gültige;127920;128189
77;SPD;50636;40990
77;CDU;44906;38812
77;FDP;11098;18168
77;GRÜNE;9462;12727
77;DIE LINKE;10123;11438
77;NPD;1425;1091
77;Die Tierschutzpartei;-;841
77;FAMILIE;-;535
77;REP;-;308
77;Volksabstimmung;-;102
77;MLPD;270;108
77;PSG;-;20
77;ZENTRUM;-;72
77;BüSo;-;21
77;DVU;-;76
77;ödp;-;76
77;PIRATEN;-;2078
77;RRP;-;187
77;RENTNER;-;539
78;Wahlberechtigte;185802;185802
78;Wähler;128326;128326
78;Ungültige;1837;1634
78;Gültige;126489;126692
78;SPD;53363;45956
78;CDU;40001;33638
78;FDP;7501;12709
78;GRÜNE;9791;12118
78;DIE LINKE;13237;14678
78;NPD;2191;1529
78;Die Tierschutzpartei;-;1038
78;FAMILIE;-;662
78;REP;-;594
78;Volksabstimmung;-;120
78;MLPD;-;161
78;PSG;-;32
78;ZENTRUM;-;131
78;BüSo;-;36
78;DVU;-;110
78;ödp;-;107
78;PIRATEN;-;2305
78;RRP;-;217
78;RENTNER;-;551
78;K:Wojnarowicz;405;-
79;Wahlberechtigte;159541;159541
79;Wähler;95554;95554
79;Ungültige;1709;1467
79;Gültige;93845;94087
79;SPD;44436;38305
79;CDU;24779;21808
79;FDP;5189;7872
79;GRÜNE;5430;6582
79;DIE LINKE;10519;12940
79;NPD;2953;1960
79;Die Tierschutzpartei;-;818
79;FAMILIE;-;502
79;REP;-;519
79;Volksabstimmung;-;80
79;MLPD;275;168
79;PSG;-;28
79;ZENTRUM;-;177
79;BüSo;-;32
79;DVU;-;114
79;ödp;-;51
79;PIRATEN;-;1503
79;RRP;-;175
79;RENTNER;-;453
79;K:Schneider;264;-
80;Wahlberechtigte;212283;212283
80;Wähler;148108;148108
80;Ungültige;1982;1803
80;Gültige;146126;146305
80;SPD;65189;57689
80;CDU;40001;35712
80;FDP;9231;15049
80;GRÜNE;14772;13352
80;DIE LINKE;14008;16311
80;NPD;2643;2011
80;Die Tierschutzpartei;-;1109
80;FAMILIE;-;740
80;REP;-;480
80;Volksabstimmung;-;119
80;MLPD;282;118
80;PSG;-;35
80;ZENTRUM;-;93
80;BüSo;-;43
80;DVU;-;135
80;ödp;-;106
80;PIRATEN;-;2325
80;RRP;-;211
80;RENTNER;-;667
81;Wahlberechtigte;194638;194638
81;Wähler;140658;140658
81;Ungültige;1722;1407
81;Gültige;138936;139251
81;SPD;57547;49498
81;CDU;44653;37762
81;FDP;11852;18416
81;GRÜNE;10801;13253
81;DIE LINKE;12143;13226
81;NPD;1940;1458
81;Die Tierschutzpartei;-;1018
81;FAMILIE;-;698
81;REP;-;538
81;Volksabstimmung;-;108
81;MLPD;-;139
81;PSG;-;32
81;ZENTRUM;-;66
81;BüSo;-;60
81;DVU;-;83
81;ödp;-;97
81;PIRATEN;-;2054
81;RRP;-;227
81;RENTNER;-;518
82;Wahlberechtigte;171457;171457
82;Wähler;107997;107997
82;Ungültige;1581;1308
82;Gültige;106416;106689
82;SPD;49023;41637
82;CDU;28968;25067
82;FDP;6967;10947
82;GRÜNE;7352;9495
82;DIE LINKE;11065;12431
82;NPD;2218;1619
82;Die Tierschutzpartei;-;874
82;FAMILIE;-;565
82;REP;-;979
82;Volksabstimmung;-;118
82;MLPD;240;141
82;PSG;-;31
82;ZENTRUM;-;74
82;BüSo;583;154
82;DVU;-;62
82;ödp;-;65
82;PIRATEN;-;1852
82;RRP;-;171
82;RENTNER;-;407
83;Wahlberechtigte;197729;197729
83;Wähler;149281;149281
83;Ungültige;1591;1198
83;Gültige;147690;148083
83;SPD;57055;45888
83;CDU;53269;44455
83;FDP;11035;20829
83;GRÜNE;13969;17807
83;DIE LINKE;10240;12239
83;NPD;1614;1227
83;Die Tierschutzpartei;-;915
83;FAMILIE;-;525
83;REP;-;598
83;Volksabstimmung;-;142
83;MLPD;-;91
83;PSG;-;39
83;ZENTRUM;-;78
83;BüSo;508;148
83;DVU;-;75
83;ödp;-;109
83;PIRATEN;-;2341
83;RRP;-;173
83;RENTNER;-;404
84;Wahlberechtigte;174767;174767
84;Wähler;124037;124037
84;Ungültige;1847;1379
84;Gültige;122190;122658
84;SPD;52627;43571
84;CDU;37504;34732
84;FDP;9090;13462
84;GRÜNE;7846;9984
84;DIE LINKE;12781;14202
84;NPD;2078;1470
84;Die Tierschutzpartei;-;852
84;FAMILIE;-;599
84;REP;-;410
84;Volksabstimmung;-;102
84;MLPD;-;80
84;PSG;-;17
84;ZENTRUM;-;56
84;BüSo;-;30
84;DVU;-;182
84;ödp;-;82
84;PIRATEN;-;2162
84;RRP;-;202
84;RENTNER;-;463
84;K:Schincke;264;-
85;Wahlberechtigte;194999;194999
85;Wähler;140361;140361
85;Ungültige;1810;1428
85;Gültige;138551;138933
85;SPD;58984;51110
85;CDU;44021;40418
85;FDP;10678;15219
85;GRÜNE;8603;10299
85;DIE LINKE;13805;14614
85;NPD;2269;1554
85;Die Tierschutzpartei;-;1010
85;FAMILIE;-;694
85;REP;-;483
85;Volksabstimmung;-;134
85;MLPD;191;96
85;PSG;-;29
85;ZENTRUM;-;64
85;BüSo;-;28
85;DVU;-;135
85;ödp;-;83
85;PIRATEN;-;2285
85;RRP;-;211
85;RENTNER;-;467
86;Wahlberechtigte;187486;187486
86;Wähler;121673;121673
86;Ungültige;2652;1472
86;Gültige;119021;120201
86;SPD;64623;50435
86;CDU;31011;27930
86;FDP;8344;10846
86;GRÜNE;9013;8327
86;DIE LINKE;-;14497
86;NPD;4199;2018
86;Die Tierschutzpartei;-;818
86;FAMILIE;-;573
86;REP;-;1094
86;Volksabstimmung;-;112
86;MLPD;1831;454
86;PSG;-;21
86;ZENTRUM;-;67
86;BüSo;-;33
86;DVU;-;108
86;ödp;-;52
86;PIRATEN;-;2148
86;RRP;-;158
86;RENTNER;-;510
87;Wahlberechtigte;200304;200304
87;Wähler;143677;143677
87;Ungültige;1979;1411
87;Gültige;141698;142266
87;SPD;42736;34893
87;CDU;63123;59231
87;FDP;17533;22277
87;GRÜNE;8774;10999
87;DIE LINKE;8306;9197
87;NPD;1226;993
87;Die Tierschutzpartei;-;568
87;FAMILIE;-;647
87;REP;-;201
87;Volksabstimmung;-;67
87;MLPD;-;16
87;PSG;-;20
87;ZENTRUM;-;128
87;BüSo;-;20
87;DVU;-;62
87;ödp;-;113
87;PIRATEN;-;2249
87;RRP;-;227
87;RENTNER;-;358
88;Wahlberechtigte;208655;208655
88;Wähler;148523;148523
88;Ungültige;1804;1596
88;Gültige;146719;146927
88;SPD;62810;54532
88;CDU;48290;42153
88;FDP;9710;16171
88;GRÜNE;8372;10267
88;DIE LINKE;13765;15624
88;NPD;2391;1738
88;Die Tierschutzpartei;-;1052
88;FAMILIE;-;804
88;REP;-;643
88;Volksabstimmung;-;102
88;MLPD;243;128
88;PSG;-;23
88;ZENTRUM;-;74
88;BüSo;-;34
88;DVU;-;114
88;ödp;1138;447
88;PIRATEN;-;2261
88;RRP;-;182
88;RENTNER;-;578
89;Wahlberechtigte;196659;196659
89;Wähler;147728;147728
89;Ungültige;1494;1231
89;Gültige;146234;146497
89;SPD;37324;32344
89;CDU;79254;67056
89;FDP;12521;24230
89;GRÜNE;9706;10793
89;DIE LINKE;6385;7222
89;NPD;1044;805
89;Die Tierschutzpartei;-;599
89;FAMILIE;-;625
89;REP;-;188
89;Volksabstimmung;-;73
89;MLPD;-;17
89;PSG;-;13
89;ZENTRUM;-;103
89;BüSo;-;12
89;DVU;-;56
89;ödp;-;94
89;PIRATEN;-;1823
89;RRP;-;100
89;RENTNER;-;344
90;Wahlberechtigte;189353;189353
90;Wähler;146369;146369
90;Ungültige;1372;1100
90;Gültige;144997;145269
90;SPD;37851;31790
90;CDU;73636;61901
90;FDP;14229;24041
90;GRÜNE;10674;13607
90;DIE LINKE;7634;8504
90;NPD;973;752
90;Die Tierschutzpartei;-;705
90;FAMILIE;-;703
90;REP;-;213
90;Volksabstimmung;-;80
90;MLPD;-;13
90;PSG;-;20
90;ZENTRUM;-;93
90;BüSo;-;16
90;DVU;-;67
90;ödp;-;163
90;PIRATEN;-;2008
90;RRP;-;169
90;RENTNER;-;424
91;Wahlberechtigte;192966;192966
91;Wähler;143782;143782
91;Ungültige;1842;1371
91;Gültige;141940;142411
91;SPD;58679;43523
91;CDU;61444;51067
91;FDP;11613;20001
91;GRÜNE;-;13366
91;DIE LINKE;9075;9250
91;NPD;1129;929
91;Die Tierschutzpartei;-;555
91;FAMILIE;-;686
91;REP;-;204
91;Volksabstimmung;-;56
91;MLPD;-;14
91;PSG;-;15
91;ZENTRUM;-;63
91;BüSo;-;24
91;DVU;-;71
91;ödp;-;85
91;PIRATEN;-;2047
91;RRP;-;169
91;RENTNER;-;286
92;Wahlberechtigte;210934;210934
92;Wähler;163921;163921
92;Ungültige;1362;1190
92;Gültige;162559;162731
92;SPD;53029;38604
92;CDU;63819;54902
92;FDP;16131;23951
92;GRÜNE;20822;27985
92;DIE LINKE;7805;10970
92;NPD;718;574
92;Die Tierschutzpartei;-;567
92;FAMILIE;-;416
92;REP;-;175
92;Volksabstimmung;-;89
92;MLPD;-;39
92;PSG;-;19
92;ZENTRUM;-;78
92;BüSo;-;17
92;DVU;-;38
92;ödp;-;417
92;PIRATEN;-;3489
92;RRP;-;107
92;RENTNER;-;294
92;K:Seemann;235;-
93;Wahlberechtigte;211287;211287
93;Wähler;156217;156217
93;Ungültige;2696;1809
93;Gültige;153521;154408
93;SPD;49996;37608
93;CDU;75187;62706
93;FDP;16333;23668
93;GRÜNE;-;14609
93;DIE LINKE;12005;9824
93;NPD;-;977
93;Die Tierschutzpartei;-;688
93;FAMILIE;-;685
93;REP;-;302
93;Volksabstimmung;-;112
93;MLPD;-;8
93;PSG;-;16
93;ZENTRUM;-;107
93;BüSo;-;14
93;DVU;-;82
93;ödp;-;119
93;PIRATEN;-;2308
93;RRP;-;132
93;RENTNER;-;443
94;Wahlberechtigte;232944;232944
94;Wähler;168245;168245
94;Ungültige;2536;1925
94;Gültige;165709;166320
94;SPD;53509;42512
94;CDU;74149;64808
94;FDP;15138;24698
94;GRÜNE;11924;16035
94;DIE LINKE;9909;10855
94;NPD;-;1202
94;Die Tierschutzpartei;-;855
94;FAMILIE;-;824
94;REP;-;361
94;Volksabstimmung;-;152
94;MLPD;-;25
94;PSG;-;24
94;ZENTRUM;-;86
94;BüSo;-;24
94;DVU;-;118
94;ödp;625;379
94;PIRATEN;-;2639
94;RRP;-;177
94;RENTNER;-;546
94;K:Dörken;455;-
95;Wahlberechtigte;247085;247085
95;Wähler;180441;180441
95;Ungültige;2348;2091
95;Gültige;178093;178350
95;SPD;61405;53583
95;CDU;64621;54277
95;FDP;10852;19883
95;GRÜNE;24981;25057
95;DIE LINKE;14056;17126
95;NPD;1784;1453
95;Die Tierschutzpartei;-;956
95;FAMILIE;-;755
95;REP;-;311
95;Volksabstimmung;-;132
95;MLPD;-;68
95;PSG;-;45
95;ZENTRUM;-;67
95;BüSo;394;100
95;DVU;-;120
95;ödp;-;179
95;PIRATEN;-;3497
95;RRP;-;190
95;RENTNER;-;551
96;Wahlberechtigte;233781;233781
96;Wähler;165115;165115
96;Ungültige;2497;2079
96;Gültige;162618;163036
96;SPD;62644;53661
96;CDU;61244;53025
96;FDP;15549;22018
96;GRÜNE;11091;14121
96;DIE LINKE;12090;12887
96;NPD;-;1362
96;Die Tierschutzpartei;-;942
96;FAMILIE;-;856
96;REP;-;603
96;Volksabstimmung;-;189
96;MLPD;-;31
96;PSG;-;23
96;ZENTRUM;-;56
96;BüSo;-;26
96;DVU;-;90
96;ödp;-;137
96;PIRATEN;-;2373
96;RRP;-;215
96;RENTNER;-;421
97;Wahlberechtigte;209155;209155
97;Wähler;147381;147381
97;Ungültige;1996;1756
97;Gültige;145385;145625
97;SPD;57561;47299
97;CDU;61751;51869
97;FDP;9628;18097
97;GRÜNE;7636;11482
97;DIE LINKE;8809;10401
97;NPD;-;917
97;Die Tierschutzpartei;-;713
97;FAMILIE;-;820
97;REP;-;771
97;Volksabstimmung;-;98
97;MLPD;-;21
97;PSG;-;29
97;ZENTRUM;-;56
97;BüSo;-;22
97;DVU;-;83
97;ödp;-;113
97;PIRATEN;-;2284
97;RRP;-;153
97;RENTNER;-;397
98;Wahlberechtigte;174517;174517
98;Wähler;127817;127817
98;Ungültige;1880;1522
98;Gültige;125937;126295
98;SPD;50688;43628
98;CDU;46447;40545
98;FDP;11879;16627
98;GRÜNE;8431;10270
98;DIE LINKE;8492;9059
98;NPD;-;1039
98;Die Tierschutzpartei;-;728
98;FAMILIE;-;779
98;REP;-;358
98;Volksabstimmung;-;95
98;MLPD;-;23
98;PSG;-;10
98;ZENTRUM;-;66
98;BüSo;-;36
98;DVU;-;94
98;ödp;-;119
98;PIRATEN;-;2283
98;RRP;-;139
98;RENTNER;-;397
99;Wahlberechtigte;216917;216917
99;Wähler;158321;158321
99;Ungültige;2673;2368
99;Gültige;155648;155953
99;SPD;49149;45184
99;CDU;71813;58814
99;FDP;12086;23125
99;GRÜNE;9957;11708
99;DIE LINKE;9100;10266
99;NPD;1502;1151
99;Die Tierschutzpartei;-;727
99;FAMILIE;1586;1037
99;REP;-;254
99;Volksabstimmung;-;125
99;MLPD;-;21
99;PSG;-;31
99;ZENTRUM;-;91
99;BüSo;-;21
99;DVU;-;109
99;ödp;455;309
99;PIRATEN;-;2474
99;RRP;-;132
99;RENTNER;-;374
100;Wahlberechtigte;243442;243442
100;Wähler;172558;172558
100;Ungültige;2208;2107
100;Gültige;170350;170451
100;SPD;43120;34925
100;CDU;88754;73354
100;FDP;15282;28805
100;GRÜNE;12001;14619
100;DIE LINKE;9436;10380
100;NPD;1757;1340
100;Die Tierschutzpartei;-;810
100;FAMILIE;-;1111
100;REP;-;377
100;Volksabstimmung;-;149
100;MLPD;-;24
100;PSG;-;28
100;ZENTRUM;-;113
100;BüSo;-;26
100;DVU;-;116
100;ödp;-;184
100;PIRATEN;-;3478
100;RRP;-;145
100;RENTNER;-;467
101;Wahlberechtigte;217768;217768
101;Wähler;150712;150712
101;Ungültige;1885;1650
101;Gültige;148827;149062
101;SPD;63980;49061
101;CDU;49893;45225
101;FDP;11251;18246
101;GRÜNE;8836;13557
101;DIE LINKE;12188;14448
101;NPD;2679;1774
101;Die Tierschutzpartei;-;1231
101;FAMILIE;-;673
101;REP;-;937
101;Volksabstimmung;-;137
101;MLPD;-;87
101;PSG;-;12
101;ZENTRUM;-;72
101;BüSo;-;36
101;DVU;-;96
101;ödp;-;79
101;PIRATEN;-;2407
101;RRP;-;278
101;RENTNER;-;706
102;Wahlberechtigte;183435;183435
102;Wähler;135860;135860
102;Ungültige;1727;1430
102;Gültige;134133;134430
102;SPD;54845;46848
102;CDU;40763;35927
102;FDP;13392;16778
102;GRÜNE;11621;15248
102;DIE LINKE;11180;12596
102;NPD;1762;1382
102;Die Tierschutzpartei;-;1103
102;FAMILIE;-;673
102;REP;-;307
102;Volksabstimmung;-;126
102;MLPD;285;153
102;PSG;-;42
102;ZENTRUM;-;61
102;BüSo;-;29
102;DVU;-;108
102;ödp;-;116
102;PIRATEN;-;2180
102;RRP;-;194
102;RENTNER;-;559
102;K:Höwing;285;-
103;Wahlberechtigte;214358;214358
103;Wähler;153800;153800
103;Ungültige;1853;1579
103;Gültige;151947;152221
103;SPD;65810;55224
103;CDU;47030;37763
103;FDP;8578;16390
103;GRÜNE;12775;18094
103;DIE LINKE;14741;16442
103;NPD;2268;1796
103;Die Tierschutzpartei;-;1171
103;FAMILIE;-;608
103;REP;-;360
103;Volksabstimmung;-;126
103;MLPD;259;126
103;PSG;-;49
103;ZENTRUM;-;57
103;BüSo;486;100
103;DVU;-;101
103;ödp;-;119
103;PIRATEN;-;2943
103;RRP;-;214
103;RENTNER;-;538
104;Wahlberechtigte;188777;188777
104;Wähler;128511;128511
104;Ungültige;3036;1948
104;Gültige;125475;126563
104;SPD;64331;50922
104;CDU;33693;28681
104;FDP;8545;11591
104;GRÜNE;12393;11074
104;DIE LINKE;-;16261
104;NPD;2570;1563
104;Die Tierschutzpartei;-;944
104;FAMILIE;-;604
104;REP;2768;1418
104;Volksabstimmung;-;93
104;MLPD;1175;175
104;PSG;-;34
104;ZENTRUM;-;60
104;BüSo;-;20
104;DVU;-;164
104;ödp;-;81
104;PIRATEN;-;2074
104;RRP;-;236
104;RENTNER;-;568
105;Wahlberechtigte;214213;214213
105;Wähler;149331;149331
105;Ungültige;1556;1258
105;Gültige;147775;148073
105;SPD;60839;48882
105;CDU;40623;36237
105;FDP;12890;17813
105;GRÜNE;16141;20133
105;DIE LINKE;14273;16272
105;NPD;2281;1469
105;Die Tierschutzpartei;-;960
105;FAMILIE;-;521
105;REP;-;231
105;Volksabstimmung;-;128
105;MLPD;288;146
105;PSG;-;22
105;ZENTRUM;-;63
105;BüSo;440;103
105;DVU;-;838
105;ödp;-;105
105;PIRATEN;-;3311
105;RRP;-;201
105;RENTNER;-;638
106;Wahlberechtigte;208840;208840
106;Wähler;141167;141167
106;Ungültige;1605;1412
106;Gültige;139562;139755
106;SPD;59141;49813
106;CDU;40622;34006
106;FDP;9387;15993
106;GRÜNE;12292;15553
106;DIE LINKE;14819;16104
106;NPD;2379;1654
106;Die Tierschutzpartei;-;1000
106;FAMILIE;-;677
106;REP;-;263
106;Volksabstimmung;-;149
106;MLPD;-;101
106;PSG;-;25
106;ZENTRUM;-;53
106;BüSo;-;42
106;DVU;-;663
106;ödp;-;70
106;PIRATEN;-;2383
106;RRP;-;275
106;RENTNER;-;931
106;K:Balke;922;-
107;Wahlberechtigte;202933;202933
107;Wähler;148909;148909
107;Ungültige;1757;1552
107;Gültige;147152;147357
107;SPD;62638;55439
107;CDU;47702;38646
107;FDP;9418;17773
107;GRÜNE;12737;13756
107;DIE LINKE;12451;13842
107;NPD;2206;1665
107;Die Tierschutzpartei;-;1045
107;FAMILIE;-;727
107;REP;-;307
107;Volksabstimmung;-;144
107;MLPD;-;44
107;PSG;-;18
107;ZENTRUM;-;52
107;BüSo;-;24
107;DVU;-;207
107;ödp;-;88
107;PIRATEN;-;2439
107;RRP;-;183
107;RENTNER;-;958
108;Wahlberechtigte;239907;239907
108;Wähler;167422;167422
108;Ungültige;2324;1932
108;Gültige;165098;165490
108;SPD;72446;55249
108;CDU;54088;52623
108;FDP;14952;19998
108;GRÜNE;8993;12798
108;DIE LINKE;11638;15917
108;NPD;2981;2113
108;Die Tierschutzpartei;-;1049
108;FAMILIE;-;810
108;REP;-;536
108;Volksabstimmung;-;120
108;MLPD;-;60
108;PSG;-;26
108;ZENTRUM;-;66
